geneID	C2_con2
ENSG00000017427	1954
ENSG00000017483	7
ENSG00000017621	33
ENSG00000017797	1849
ENSG00000018189	2945
ENSG00000018236	932
ENSG00000018280	1
ENSG00000018408	3258
ENSG00000018510	1287
ENSG00000018610	391
ENSG00000018625	3674
ENSG00000018699	666
ENSG00000018869	69
ENSG00000019102	13
ENSG00000019144	4463
ENSG00000019169	0
ENSG00000019186	124
ENSG00000019485	180
ENSG00000019505	265
ENSG00000019549	3330
ENSG00000019582	20
ENSG00000019991	352
ENSG00000019995	1612
ENSG00000020129	1205
ENSG00000020181	7192
ENSG00000020256	679
ENSG00000020426	277
ENSG00000020577	2122
ENSG00000020633	0
ENSG00000020922	661
ENSG00000021300	99
ENSG00000021355	224
ENSG00000021461	0
ENSG00000021488	8
ENSG00000021574	1079
ENSG00000021645	364
ENSG00000021762	1064
ENSG00000021776	1626
ENSG00000021826	708
ENSG00000021852	0
ENSG00000022267	6575
ENSG00000022277	1181
ENSG00000022355	11
ENSG00000022556	0
ENSG00000022567	396
ENSG00000022840	3664
ENSG00000022976	521
ENSG00000023041	1023
ENSG00000023171	167
ENSG00000023191	1480
ENSG00000023228	2927
ENSG00000023287	1804
ENSG00000023318	1672
ENSG00000023330	1094
ENSG00000023445	9
ENSG00000023516	2164
ENSG00000023572	115
ENSG00000023608	181
ENSG00000023697	446
ENSG00000023734	4139
ENSG00000023839	24
ENSG00000023892	126
ENSG00000023902	2113
ENSG00000023909	425
ENSG00000024048	1297
ENSG00000024422	4131
ENSG00000024526	1059
ENSG00000024862	130
ENSG00000025039	449
ENSG00000025156	908
ENSG00000025293	1619
ENSG00000025423	15
ENSG00000025434	166
ENSG00000025708	29
ENSG00000025770	1517
ENSG00000025772	818
ENSG00000025796	2974
ENSG00000025800	2181
ENSG00000026025	37714
ENSG00000026036	146
ENSG00000026103	886
ENSG00000026297	193
ENSG00000026508	549
ENSG00000026559	155
ENSG00000026652	1939
ENSG00000026751	0
ENSG00000026950	721
ENSG00000027001	212
ENSG00000027075	43
ENSG00000027644	53
ENSG00000027697	1009
ENSG00000027847	584
ENSG00000027869	16
ENSG00000028116	164
ENSG00000028137	244
ENSG00000028203	2873
ENSG00000028277	239
ENSG00000028310	1383
ENSG00000028528	3145
ENSG00000028839	450
ENSG00000029153	127
ENSG00000029363	5960
ENSG00000029364	2103
ENSG00000029534	468
ENSG00000029559	0
ENSG00000029639	142
ENSG00000029725	2470
ENSG00000029993	1822
ENSG00000030066	2313
ENSG00000030110	560
ENSG00000030304	7
ENSG00000030419	346
ENSG00000030582	3993
ENSG00000031003	1147
ENSG00000031081	1080
ENSG00000031544	6
ENSG00000031691	269
ENSG00000031698	4023
ENSG00000031823	2048
ENSG00000032219	997
ENSG00000032389	396
ENSG00000032444	1184
ENSG00000032742	504
ENSG00000033011	294
ENSG00000033030	854
ENSG00000033050	1674
ENSG00000033100	2287
ENSG00000033122	285
ENSG00000033170	747
ENSG00000033178	2280
ENSG00000033327	909
ENSG00000033627	1493
ENSG00000033800	809
ENSG00000033867	1050
ENSG00000034053	1351
ENSG00000034063	1207
ENSG00000034152	273
ENSG00000034239	55
ENSG00000034510	17481
ENSG00000034533	150
ENSG00000034677	1133
ENSG00000034693	322
ENSG00000034713	1508
ENSG00000034971	1
ENSG00000035115	904
ENSG00000035141	751
ENSG00000035403	22193
ENSG00000035499	573
ENSG00000035664	165
ENSG00000035681	880
ENSG00000035687	882
ENSG00000035720	0
ENSG00000035862	10857
ENSG00000035928	2138
ENSG00000036054	1061
ENSG00000036257	2540
ENSG00000036448	69
ENSG00000036473	0
ENSG00000036530	139
ENSG00000036549	1278
ENSG00000036565	89
ENSG00000036672	52
ENSG00000036828	0
ENSG00000037042	617
ENSG00000037241	169
ENSG00000037280	104
ENSG00000037474	2169
ENSG00000037637	1031
ENSG00000037749	1764
ENSG00000037757	464
ENSG00000037897	229
ENSG00000037965	218
ENSG00000038002	134
ENSG00000038210	409
ENSG00000038219	2442
ENSG00000038274	1236
ENSG00000038295	519
ENSG00000038358	1745
ENSG00000038382	12177
ENSG00000038427	19046
ENSG00000038532	1129
ENSG00000038945	15
ENSG00000039068	13
ENSG00000039123	1983
ENSG00000039139	20
ENSG00000039319	2362
ENSG00000039523	1233
ENSG00000039537	2
ENSG00000039560	7612
ENSG00000039600	3
ENSG00000039650	1118
ENSG00000039987	1
ENSG00000040199	999
ENSG00000040275	1051
ENSG00000040341	1015
ENSG00000040487	527
ENSG00000040531	493
ENSG00000040608	369
ENSG00000040633	1531
ENSG00000040731	463
ENSG00000040933	1879
ENSG00000041353	11
ENSG00000041357	2720
ENSG00000041515	147
ENSG00000041802	1014
ENSG00000041880	132
ENSG00000041982	13817
ENSG00000041988	370
ENSG00000042062	191
ENSG00000042088	623
ENSG00000042286	198
ENSG00000042304	0
ENSG00000042317	251
ENSG00000042429	981
ENSG00000042445	896
ENSG00000042493	317
ENSG00000042753	1404
ENSG00000042781	38
ENSG00000042813	0
ENSG00000042832	60
ENSG00000042980	1
ENSG00000043039	9
ENSG00000043093	895
ENSG00000043143	186
ENSG00000043355	2281
ENSG00000043462	4
ENSG00000043514	804
ENSG00000043591	1
ENSG00000044012	0
ENSG00000044090	3922
ENSG00000044115	13495
ENSG00000044446	571
ENSG00000044459	817
ENSG00000044524	2779
ENSG00000044574	25007
ENSG00000046604	701
ENSG00000046647	346
ENSG00000046651	823
ENSG00000046653	3956
ENSG00000046774	0
ENSG00000046889	2486
ENSG00000047056	944
ENSG00000047188	1463
ENSG00000047230	748
ENSG00000047249	867
ENSG00000047315	3723
ENSG00000047346	789
ENSG00000047365	67
ENSG00000047410	5966
ENSG00000047457	272
ENSG00000047578	877
ENSG00000047579	305
ENSG00000047597	5
ENSG00000047617	71
ENSG00000047621	755
ENSG00000047634	869
ENSG00000047644	2406
ENSG00000047648	802
ENSG00000047662	60
ENSG00000047849	11520
ENSG00000047932	1548
ENSG00000047936	0
ENSG00000048028	1199
ENSG00000048052	917
ENSG00000048140	1076
ENSG00000048162	291
ENSG00000048342	878
ENSG00000048392	1771
ENSG00000048405	379
ENSG00000048462	4
ENSG00000048471	752
ENSG00000048540	89
ENSG00000048544	650
ENSG00000048545	22
ENSG00000048649	2740
ENSG00000048707	1796
ENSG00000048740	2345
ENSG00000048828	2550
ENSG00000048991	1517
ENSG00000049089	252
ENSG00000049130	1559
ENSG00000049167	419
ENSG00000049192	193
ENSG00000049239	3745
ENSG00000049245	1644
ENSG00000049246	563
ENSG00000049247	1
ENSG00000049249	0
ENSG00000049283	12
ENSG00000049319	2
ENSG00000049323	4033
ENSG00000049449	7559
ENSG00000049540	1548
ENSG00000049541	758
ENSG00000049618	2760
ENSG00000049656	2387
ENSG00000049759	1839
ENSG00000049768	6
ENSG00000049769	240
ENSG00000049860	1419
ENSG00000049883	197
ENSG00000050030	14
ENSG00000050130	1086
ENSG00000050165	3060
ENSG00000050327	79
ENSG00000050344	383
ENSG00000050393	1136
ENSG00000050405	5227
ENSG00000050426	590
ENSG00000050438	667
ENSG00000050555	2199
ENSG00000050628	8
ENSG00000050730	5
ENSG00000050748	1302
ENSG00000050767	698
ENSG00000050820	4060
ENSG00000051009	761
ENSG00000051108	1398
ENSG00000051128	412
ENSG00000051180	404
ENSG00000051341	658
ENSG00000051382	405
ENSG00000051523	117
ENSG00000051596	369
ENSG00000051620	591
ENSG00000051825	927
ENSG00000052126	1936
ENSG00000052344	2
ENSG00000052723	1905
ENSG00000052749	811
ENSG00000052795	1088
ENSG00000052802	5982
ENSG00000052841	2931
ENSG00000052850	1145
ENSG00000053108	13
ENSG00000053254	2294
ENSG00000053328	26
ENSG00000053371	725
ENSG00000053372	954
ENSG00000053438	382
ENSG00000053501	448
ENSG00000053524	8
ENSG00000053702	100
ENSG00000053747	42
ENSG00000053770	810
ENSG00000053900	1025
ENSG00000053918	21
ENSG00000054116	1077
ENSG00000054118	4637
ENSG00000054148	1998
ENSG00000054179	1
ENSG00000054219	5
ENSG00000054267	1655
ENSG00000054277	296
ENSG00000054282	422
ENSG00000054356	44
ENSG00000054392	495
ENSG00000054523	6360
ENSG00000054598	575
ENSG00000054611	409
ENSG00000054654	3246
ENSG00000054690	127
ENSG00000054793	3579
ENSG00000054796	0
ENSG00000054803	0
ENSG00000054938	4
ENSG00000054965	3427
ENSG00000054967	181
ENSG00000054983	1605
ENSG00000055044	1465
ENSG00000055070	2915
ENSG00000055118	376
ENSG00000055130	1915
ENSG00000055147	767
ENSG00000055163	3129
ENSG00000055208	3208
ENSG00000055211	1188
ENSG00000055332	2368
ENSG00000055483	1063
ENSG00000055609	3023
ENSG00000055732	23
ENSG00000055813	12
ENSG00000055917	3285
ENSG00000055950	799
ENSG00000055955	15
ENSG00000055957	3
ENSG00000056050	772
ENSG00000056097	3726
ENSG00000056277	404
ENSG00000056291	0
ENSG00000056487	639
ENSG00000056558	105
ENSG00000056586	2596
ENSG00000056661	1343
ENSG00000056736	115
ENSG00000056972	229
ENSG00000056998	1259
ENSG00000057019	3911
ENSG00000057149	1
ENSG00000057252	1033
ENSG00000057294	201
ENSG00000057468	5
ENSG00000057593	9
ENSG00000057608	6554
ENSG00000057657	25
ENSG00000057663	754
ENSG00000057704	361
ENSG00000057757	865
ENSG00000057935	1553
ENSG00000058056	1164
ENSG00000058063	2562
ENSG00000058085	79
ENSG00000058091	2427
ENSG00000058262	11206
ENSG00000058272	3491
ENSG00000058335	11
ENSG00000058404	23
ENSG00000058453	1001
ENSG00000058600	938
ENSG00000058668	4360
ENSG00000058673	5102
ENSG00000058729	701
ENSG00000058799	599
ENSG00000058804	1291
ENSG00000058866	5
ENSG00000059122	798
ENSG00000059145	718
ENSG00000059377	40
ENSG00000059378	147
ENSG00000059573	3071
ENSG00000059588	1372
ENSG00000059691	448
ENSG00000059728	261
ENSG00000059758	1130
ENSG00000059769	363
ENSG00000059804	1685
ENSG00000059915	377
ENSG00000060069	675
ENSG00000060138	2439
ENSG00000060140	5
ENSG00000060237	6718
ENSG00000060339	2994
ENSG00000060491	1225
ENSG00000060558	0
ENSG00000060566	0
ENSG00000060642	208
ENSG00000060656	772
ENSG00000060688	1234
ENSG00000060709	60
ENSG00000060718	16949
ENSG00000060749	2461
ENSG00000060762	431
ENSG00000060971	569
ENSG00000060982	6746
ENSG00000061273	4006
ENSG00000061337	1227
ENSG00000061455	110
ENSG00000061492	0
ENSG00000061656	64
ENSG00000061676	5960
ENSG00000061794	977
ENSG00000061918	742
ENSG00000061936	2063
ENSG00000061938	1291
ENSG00000061987	2474
ENSG00000062038	213
ENSG00000062096	0
ENSG00000062194	2904
ENSG00000062282	28
ENSG00000062370	251
ENSG00000062485	3804
ENSG00000062524	25
ENSG00000062582	4
ENSG00000062598	2377
ENSG00000062650	1826
ENSG00000062716	2235
ENSG00000062725	2944
ENSG00000062822	1191
ENSG00000063015	366
ENSG00000063046	6617
ENSG00000063127	625
ENSG00000063169	682
ENSG00000063176	482
ENSG00000063177	8396
ENSG00000063180	470
ENSG00000063241	558
ENSG00000063244	4713
ENSG00000063245	3054
ENSG00000063322	1014
ENSG00000063438	407
ENSG00000063515	0
ENSG00000063587	1034
ENSG00000063601	1003
ENSG00000063660	2415
ENSG00000063761	229
ENSG00000063854	510
ENSG00000063978	1916
ENSG00000064012	252
ENSG00000064042	5119
ENSG00000064102	801
ENSG00000064115	1454
ENSG00000064195	6
ENSG00000064199	118
ENSG00000064201	27
ENSG00000064205	1
ENSG00000064218	2
ENSG00000064225	79
ENSG00000064270	20
ENSG00000064300	646
ENSG00000064309	3806
ENSG00000064313	1328
ENSG00000064393	3804
ENSG00000064419	1741
ENSG00000064489	4
ENSG00000064490	510
ENSG00000064545	603
ENSG00000064547	1002
ENSG00000064601	1604
ENSG00000064607	4247
ENSG00000064651	2338
ENSG00000064652	362
ENSG00000064655	63
ENSG00000064666	11253
ENSG00000064687	359
ENSG00000064692	585
ENSG00000064703	821
ENSG00000064726	1794
ENSG00000064763	652
ENSG00000064787	5
ENSG00000064835	0
ENSG00000064886	2
ENSG00000064932	676
ENSG00000064933	757
ENSG00000064961	1598
ENSG00000064989	441
ENSG00000064995	697
ENSG00000064999	1405
ENSG00000065000	5333
ENSG00000065029	1000
ENSG00000065054	656
ENSG00000065057	203
ENSG00000065060	746
ENSG00000065135	3525
ENSG00000065150	8228
ENSG00000065154	1814
ENSG00000065183	996
ENSG00000065243	2330
ENSG00000065268	978
ENSG00000065308	3599
ENSG00000065320	1089
ENSG00000065325	0
ENSG00000065328	897
ENSG00000065357	1249
ENSG00000065361	4
ENSG00000065371	1
ENSG00000065413	236
ENSG00000065427	2615
ENSG00000065457	692
ENSG00000065485	1104
ENSG00000065491	596
ENSG00000065518	1080
ENSG00000065526	3246
ENSG00000065534	915
ENSG00000065548	1552
ENSG00000065559	1349
ENSG00000065600	658
ENSG00000065609	127
ENSG00000065613	2067
ENSG00000065615	243
ENSG00000065618	5
ENSG00000065621	16
ENSG00000065665	982
ENSG00000065675	54
ENSG00000065717	410
ENSG00000065802	1905
ENSG00000065809	1178
ENSG00000065833	208
ENSG00000065882	1721
ENSG00000065883	1981
ENSG00000065911	1610
ENSG00000065923	82
ENSG00000065970	1030
ENSG00000065978	8210
ENSG00000065989	232
ENSG00000066027	358
ENSG00000066032	283
ENSG00000066044	3643
ENSG00000066056	31
ENSG00000066084	2242
ENSG00000066117	3455
ENSG00000066135	1843
ENSG00000066136	1143
ENSG00000066185	4
ENSG00000066230	78
ENSG00000066248	16
ENSG00000066279	3093
ENSG00000066294	3
ENSG00000066322	781
ENSG00000066336	1
ENSG00000066379	125
ENSG00000066382	256
ENSG00000066405	59
ENSG00000066422	716
ENSG00000066427	411
ENSG00000066455	1309
ENSG00000066468	268
ENSG00000066557	957
ENSG00000066583	273
ENSG00000066629	1179
ENSG00000066651	431
ENSG00000066654	1413
ENSG00000066697	396
ENSG00000066735	308
ENSG00000066739	1427
ENSG00000066777	1848
ENSG00000066813	22
ENSG00000066827	218
ENSG00000066855	683
ENSG00000066923	449
ENSG00000066926	766
ENSG00000066933	1687
ENSG00000067048	2726
ENSG00000067057	834
ENSG00000067064	4803
ENSG00000067066	213
ENSG00000067082	2979
ENSG00000067113	403
ENSG00000067141	7286
ENSG00000067167	3963
ENSG00000067177	177
ENSG00000067182	1834
ENSG00000067191	401
ENSG00000067208	1172
ENSG00000067221	316
ENSG00000067225	13613
ENSG00000067248	1257
ENSG00000067334	1205
ENSG00000067365	594
ENSG00000067369	5066
ENSG00000067445	7101
ENSG00000067533	841
ENSG00000067560	11978
ENSG00000067596	1580
ENSG00000067606	71
ENSG00000067646	574
ENSG00000067704	2411
ENSG00000067715	636
ENSG00000067798	1124
ENSG00000067829	936
ENSG00000067836	596
ENSG00000067840	1929
ENSG00000067842	12
ENSG00000067900	2285
ENSG00000067955	1247
ENSG00000067992	50
ENSG00000068001	1222
ENSG00000068024	874
ENSG00000068028	563
ENSG00000068078	1055
ENSG00000068079	50
ENSG00000068097	1052
ENSG00000068120	1029
ENSG00000068137	943
ENSG00000068305	1107
ENSG00000068308	1830
ENSG00000068323	1897
ENSG00000068354	343
ENSG00000068366	1046
ENSG00000068383	926
ENSG00000068394	542
ENSG00000068400	1431
ENSG00000068438	950
ENSG00000068489	1423
ENSG00000068615	113
ENSG00000068650	1443
ENSG00000068654	2706
ENSG00000068697	7838
ENSG00000068724	524
ENSG00000068745	2650
ENSG00000068781	23
ENSG00000068784	741
ENSG00000068793	1970
ENSG00000068796	1710
ENSG00000068831	84
ENSG00000068878	2591
ENSG00000068885	673
ENSG00000068903	1371
ENSG00000068912	1582
ENSG00000068971	682
ENSG00000068976	58
ENSG00000068985	0
ENSG00000069011	279
ENSG00000069018	6
ENSG00000069020	578
ENSG00000069122	1046
ENSG00000069188	3476
ENSG00000069206	0
ENSG00000069248	2051
ENSG00000069275	12187
ENSG00000069329	3982
ENSG00000069345	1723
ENSG00000069399	170
ENSG00000069424	192
ENSG00000069431	371
ENSG00000069482	7
ENSG00000069493	283
ENSG00000069509	301
ENSG00000069535	163
ENSG00000069667	333
ENSG00000069696	18
ENSG00000069702	2015
ENSG00000069712	127
ENSG00000069764	1
ENSG00000069812	5
ENSG00000069849	1907
ENSG00000069869	662
ENSG00000069943	136
ENSG00000069956	3168
ENSG00000069966	277
ENSG00000069974	255
ENSG00000069998	752
ENSG00000070010	1011
ENSG00000070018	2803
ENSG00000070019	1
ENSG00000070031	3
ENSG00000070047	1686
ENSG00000070061	2332
ENSG00000070081	1614
ENSG00000070087	6779
ENSG00000070159	117
ENSG00000070182	237
ENSG00000070190	3
ENSG00000070193	177
ENSG00000070214	969
ENSG00000070269	473
ENSG00000070366	2463
ENSG00000070367	2581
ENSG00000070371	535
ENSG00000070388	0
ENSG00000070404	252
ENSG00000070413	3211
ENSG00000070423	652
ENSG00000070444	802
ENSG00000070476	723
ENSG00000070495	622
ENSG00000070501	517
ENSG00000070526	0
ENSG00000070540	954
ENSG00000070601	6
ENSG00000070610	2774
ENSG00000070614	7503
ENSG00000070669	2090
ENSG00000070718	1000
ENSG00000070729	6
ENSG00000070731	13
ENSG00000070748	36
ENSG00000070756	13665
ENSG00000070759	62
ENSG00000070761	751
ENSG00000070770	1844
ENSG00000070778	1393
ENSG00000070785	565
ENSG00000070808	104
ENSG00000070814	2326
ENSG00000070831	4589
ENSG00000070882	663
ENSG00000070886	0
ENSG00000070915	0
ENSG00000070950	627
ENSG00000070961	4218
ENSG00000070985	4
ENSG00000071051	1633
ENSG00000071054	9055
ENSG00000071073	311
ENSG00000071082	3321
ENSG00000071127	8192
ENSG00000071189	1387
ENSG00000071203	0
ENSG00000071205	788
ENSG00000071242	1878
ENSG00000071243	460
ENSG00000071246	2042
ENSG00000071282	659
ENSG00000071462	1151
ENSG00000071537	3814
ENSG00000071539	897
ENSG00000071553	4321
ENSG00000071564	6521
ENSG00000071575	7837
ENSG00000071626	2814
ENSG00000071655	1715
ENSG00000071677	0
ENSG00000071794	1974
ENSG00000071859	1997
ENSG00000071889	751
ENSG00000071894	3595
ENSG00000071909	5
ENSG00000071967	2774
ENSG00000071991	2
ENSG00000071994	1107
ENSG00000072041	548
ENSG00000072042	1758
ENSG00000072062	3088
ENSG00000072071	2787
ENSG00000072080	0
ENSG00000072110	12809
ENSG00000072121	1295
ENSG00000072133	151
ENSG00000072134	1179
ENSG00000072135	327
ENSG00000072163	520
ENSG00000072182	17
ENSG00000072195	1665
ENSG00000072201	85
ENSG00000072210	1175
ENSG00000072274	2647
ENSG00000072310	4568
ENSG00000072315	2
ENSG00000072364	5330
ENSG00000072401	830
ENSG00000072415	1202
ENSG00000072422	2431
ENSG00000072444	0
ENSG00000072501	4683
ENSG00000072506	1155
ENSG00000072518	1077
ENSG00000072571	811
ENSG00000072609	1263
ENSG00000072657	21
ENSG00000072682	2007
ENSG00000072694	0
ENSG00000072736	715
ENSG00000072756	462
ENSG00000072778	5561
ENSG00000072786	1654
ENSG00000072803	2070
ENSG00000072818	80
ENSG00000072832	4568
ENSG00000072840	1622
ENSG00000072849	1304
ENSG00000072858	8
ENSG00000072864	777
ENSG00000072952	997
ENSG00000072954	96
ENSG00000072958	2114
ENSG00000073008	421
ENSG00000073009	192
ENSG00000073050	818
