geneID	C2_kd3
ENSG00000015475	378
ENSG00000015479	15673
ENSG00000015520	0
ENSG00000015532	1286
ENSG00000015568	47
ENSG00000015592	32
ENSG00000015676	2638
ENSG00000016082	11
ENSG00000016391	205
ENSG00000016402	2
ENSG00000016490	1
ENSG00000016602	1
ENSG00000016864	2348
ENSG00000017260	2941
ENSG00000017373	625
ENSG00000017427	2571
ENSG00000017483	8
ENSG00000017621	21
ENSG00000017797	1999
ENSG00000018189	3436
ENSG00000018236	1124
ENSG00000018280	5
ENSG00000018408	3996
ENSG00000018510	1510
ENSG00000018610	447
ENSG00000018625	3520
ENSG00000018699	643
ENSG00000018869	86
ENSG00000019102	14
ENSG00000019144	5037
ENSG00000019169	0
ENSG00000019186	171
ENSG00000019485	249
ENSG00000019505	251
ENSG00000019549	4027
ENSG00000019582	35
ENSG00000019991	424
ENSG00000019995	1720
ENSG00000020129	1421
ENSG00000020181	7152
ENSG00000020256	834
ENSG00000020426	297
ENSG00000020577	2334
ENSG00000020633	0
ENSG00000020922	774
ENSG00000021300	111
ENSG00000021355	235
ENSG00000021461	1
ENSG00000021488	13
ENSG00000021574	1202
ENSG00000021645	459
ENSG00000021762	1218
ENSG00000021776	2017
ENSG00000021826	793
ENSG00000021852	2
ENSG00000022267	5820
ENSG00000022277	1328
ENSG00000022355	7
ENSG00000022556	1
ENSG00000022567	416
ENSG00000022840	4019
ENSG00000022976	637
ENSG00000023041	1192
ENSG00000023171	194
ENSG00000023191	1752
ENSG00000023228	3334
ENSG00000023287	2110
ENSG00000023318	1728
ENSG00000023330	1185
ENSG00000023445	12
ENSG00000023516	2535
ENSG00000023572	106
ENSG00000023608	228
ENSG00000023697	522
ENSG00000023734	4664
ENSG00000023839	41
ENSG00000023892	147
ENSG00000023902	2150
ENSG00000023909	451
ENSG00000024048	1424
ENSG00000024422	4483
ENSG00000024526	1138
ENSG00000024862	160
ENSG00000025039	415
ENSG00000025156	1126
ENSG00000025293	1821
ENSG00000025423	10
ENSG00000025434	184
ENSG00000025708	34
ENSG00000025770	1832
ENSG00000025772	891
ENSG00000025796	3241
ENSG00000025800	2270
ENSG00000026025	38876
ENSG00000026036	202
ENSG00000026103	1011
ENSG00000026297	203
ENSG00000026508	448
ENSG00000026559	158
ENSG00000026652	2115
ENSG00000026751	0
ENSG00000026950	825
ENSG00000027001	199
ENSG00000027075	39
ENSG00000027644	55
ENSG00000027697	1140
ENSG00000027847	767
ENSG00000027869	9
ENSG00000028116	172
ENSG00000028137	253
ENSG00000028203	3172
ENSG00000028277	231
ENSG00000028310	1669
ENSG00000028528	3715
ENSG00000028839	523
ENSG00000029153	134
ENSG00000029363	6997
ENSG00000029364	2380
ENSG00000029534	910
ENSG00000029559	0
ENSG00000029639	157
ENSG00000029725	2687
ENSG00000029993	2131
ENSG00000030066	2719
ENSG00000030110	498
ENSG00000030304	12
ENSG00000030419	421
ENSG00000030582	4489
ENSG00000031003	1594
ENSG00000031081	1084
ENSG00000031544	6
ENSG00000031691	305
ENSG00000031698	4083
ENSG00000031823	2350
ENSG00000032219	1181
ENSG00000032389	493
ENSG00000032444	1278
ENSG00000032742	570
ENSG00000033011	337
ENSG00000033030	1069
ENSG00000033050	1713
ENSG00000033100	2416
ENSG00000033122	299
ENSG00000033170	849
ENSG00000033178	2573
ENSG00000033327	884
ENSG00000033627	1858
ENSG00000033800	977
ENSG00000033867	1174
ENSG00000034053	1567
ENSG00000034063	1750
ENSG00000034152	311
ENSG00000034239	52
ENSG00000034510	17831
ENSG00000034533	174
ENSG00000034677	1314
ENSG00000034693	393
ENSG00000034713	1534
ENSG00000034971	2
ENSG00000035115	1093
ENSG00000035141	918
ENSG00000035403	22269
ENSG00000035499	772
ENSG00000035664	187
ENSG00000035681	1015
ENSG00000035687	968
ENSG00000035720	0
ENSG00000035862	9993
ENSG00000035928	2669
ENSG00000036054	1197
ENSG00000036257	2981
ENSG00000036448	82
ENSG00000036473	0
ENSG00000036530	211
ENSG00000036549	1456
ENSG00000036565	79
ENSG00000036672	60
ENSG00000036828	0
ENSG00000037042	751
ENSG00000037241	204
ENSG00000037280	119
ENSG00000037474	2593
ENSG00000037637	1270
ENSG00000037749	1936
ENSG00000037757	541
ENSG00000037897	232
ENSG00000037965	252
ENSG00000038002	128
ENSG00000038210	477
ENSG00000038219	2855
ENSG00000038274	1481
ENSG00000038295	383
ENSG00000038358	2061
ENSG00000038382	13680
ENSG00000038427	20414
ENSG00000038532	1241
ENSG00000038945	13
ENSG00000039068	4
ENSG00000039123	2266
ENSG00000039139	17
ENSG00000039319	2648
ENSG00000039523	1299
ENSG00000039537	2
ENSG00000039560	7362
ENSG00000039600	12
ENSG00000039650	1366
ENSG00000039987	0
ENSG00000040199	1204
ENSG00000040275	1358
ENSG00000040341	1302
ENSG00000040487	605
ENSG00000040531	620
ENSG00000040608	371
ENSG00000040633	1776
ENSG00000040731	701
ENSG00000040933	1957
ENSG00000041353	16
ENSG00000041357	3195
ENSG00000041515	168
ENSG00000041802	1125
ENSG00000041880	155
ENSG00000041982	10480
ENSG00000041988	398
ENSG00000042062	276
ENSG00000042088	743
ENSG00000042286	245
ENSG00000042304	0
ENSG00000042317	285
ENSG00000042429	1194
ENSG00000042445	1032
ENSG00000042493	332
ENSG00000042753	1588
ENSG00000042781	55
ENSG00000042813	1
ENSG00000042832	59
ENSG00000042980	9
ENSG00000043039	16
ENSG00000043093	1067
ENSG00000043143	192
ENSG00000043355	2844
ENSG00000043462	6
ENSG00000043514	859
ENSG00000043591	3
ENSG00000044012	0
ENSG00000044090	4831
ENSG00000044115	14623
ENSG00000044446	718
ENSG00000044459	1014
ENSG00000044524	3857
ENSG00000044574	24317
ENSG00000046604	957
ENSG00000046647	431
ENSG00000046651	937
ENSG00000046653	4257
ENSG00000046774	0
ENSG00000046889	3212
ENSG00000047056	1056
ENSG00000047188	1801
ENSG00000047230	957
ENSG00000047249	1021
ENSG00000047315	4284
ENSG00000047346	879
ENSG00000047365	72
ENSG00000047410	7116
ENSG00000047457	283
ENSG00000047578	976
ENSG00000047579	317
ENSG00000047597	6
ENSG00000047617	66
ENSG00000047621	904
ENSG00000047634	971
ENSG00000047644	2463
ENSG00000047648	822
ENSG00000047662	53
ENSG00000047849	11623
ENSG00000047932	1594
ENSG00000047936	0
ENSG00000048028	1335
ENSG00000048052	922
ENSG00000048140	1308
ENSG00000048162	268
ENSG00000048342	956
ENSG00000048392	1832
ENSG00000048405	441
ENSG00000048462	0
ENSG00000048471	863
ENSG00000048540	86
ENSG00000048544	716
ENSG00000048545	22
ENSG00000048649	2953
ENSG00000048707	2231
ENSG00000048740	3143
ENSG00000048828	2795
ENSG00000048991	1675
ENSG00000049089	271
ENSG00000049130	1737
ENSG00000049167	477
ENSG00000049192	193
ENSG00000049239	4509
ENSG00000049245	1764
ENSG00000049246	589
ENSG00000049247	2
ENSG00000049249	1
ENSG00000049283	20
ENSG00000049319	1
ENSG00000049323	3343
ENSG00000049449	7531
ENSG00000049540	1514
ENSG00000049541	975
ENSG00000049618	3287
ENSG00000049656	2517
ENSG00000049759	2083
ENSG00000049768	15
ENSG00000049769	268
ENSG00000049860	1380
ENSG00000049883	229
ENSG00000050030	20
ENSG00000050130	1076
ENSG00000050165	2666
ENSG00000050327	85
ENSG00000050344	422
ENSG00000050393	1368
ENSG00000050405	4553
ENSG00000050426	786
ENSG00000050438	760
ENSG00000050555	1972
ENSG00000050628	11
ENSG00000050730	14
ENSG00000050748	1445
ENSG00000050767	892
ENSG00000050820	4549
ENSG00000051009	1086
ENSG00000051108	1413
ENSG00000051128	486
ENSG00000051180	494
ENSG00000051341	800
ENSG00000051382	442
ENSG00000051523	197
ENSG00000051596	405
ENSG00000051620	664
ENSG00000051825	1026
ENSG00000052126	2300
ENSG00000052344	6
ENSG00000052723	2443
ENSG00000052749	947
ENSG00000052795	1232
ENSG00000052802	5928
ENSG00000052841	3351
ENSG00000052850	1305
ENSG00000053108	18
ENSG00000053254	2346
ENSG00000053328	17
ENSG00000053371	937
ENSG00000053372	1066
ENSG00000053438	381
ENSG00000053501	491
ENSG00000053524	27
ENSG00000053702	111
ENSG00000053747	36
ENSG00000053770	945
ENSG00000053900	1064
ENSG00000053918	26
ENSG00000054116	1105
ENSG00000054118	5572
ENSG00000054148	2530
ENSG00000054179	7
ENSG00000054219	4
ENSG00000054267	1892
ENSG00000054277	320
ENSG00000054282	475
ENSG00000054356	45
ENSG00000054392	565
ENSG00000054523	7388
ENSG00000054598	554
ENSG00000054611	449
ENSG00000054654	4079
ENSG00000054690	136
ENSG00000054793	4302
ENSG00000054796	1
ENSG00000054803	0
ENSG00000054938	3
ENSG00000054965	3855
ENSG00000054967	247
ENSG00000054983	1781
ENSG00000055044	1787
ENSG00000055070	3292
ENSG00000055118	280
ENSG00000055130	2181
ENSG00000055147	912
ENSG00000055163	3640
ENSG00000055208	3546
ENSG00000055211	1324
ENSG00000055332	2693
ENSG00000055483	1314
ENSG00000055609	3496
ENSG00000055732	42
ENSG00000055813	9
ENSG00000055917	3950
ENSG00000055950	868
ENSG00000055955	14
ENSG00000055957	0
ENSG00000056050	788
ENSG00000056097	4306
ENSG00000056277	516
ENSG00000056291	2
ENSG00000056487	682
ENSG00000056558	155
ENSG00000056586	2950
ENSG00000056661	1613
ENSG00000056736	173
ENSG00000056972	258
ENSG00000056998	1395
ENSG00000057019	4233
ENSG00000057149	0
ENSG00000057252	1172
ENSG00000057294	218
ENSG00000057468	6
ENSG00000057593	4
ENSG00000057608	7128
ENSG00000057657	21
ENSG00000057663	752
ENSG00000057704	403
ENSG00000057757	996
ENSG00000057935	1729
ENSG00000058056	1261
ENSG00000058063	2703
ENSG00000058085	47
ENSG00000058091	2765
ENSG00000058262	11642
ENSG00000058272	4051
ENSG00000058335	13
ENSG00000058404	20
ENSG00000058453	1254
ENSG00000058600	1068
ENSG00000058668	4692
ENSG00000058673	5650
ENSG00000058729	689
ENSG00000058799	637
ENSG00000058804	1523
ENSG00000058866	3
ENSG00000059122	1030
ENSG00000059145	859
ENSG00000059377	38
ENSG00000059378	196
ENSG00000059573	3138
ENSG00000059588	1690
ENSG00000059691	522
ENSG00000059728	304
ENSG00000059758	1167
ENSG00000059769	427
ENSG00000059804	1892
ENSG00000059915	408
ENSG00000060069	653
ENSG00000060138	2467
ENSG00000060140	2
ENSG00000060237	7788
ENSG00000060339	3654
ENSG00000060491	1441
ENSG00000060558	0
ENSG00000060566	0
ENSG00000060642	236
ENSG00000060656	822
ENSG00000060688	1340
ENSG00000060709	57
ENSG00000060718	17678
ENSG00000060749	3017
ENSG00000060762	515
ENSG00000060971	631
ENSG00000060982	6810
ENSG00000061273	4358
ENSG00000061337	1495
ENSG00000061455	75
ENSG00000061492	2
ENSG00000061656	120
ENSG00000061676	6463
ENSG00000061794	993
ENSG00000061918	624
ENSG00000061936	2479
ENSG00000061938	1673
ENSG00000061987	2799
ENSG00000062038	156
ENSG00000062096	1
ENSG00000062194	3398
ENSG00000062282	38
ENSG00000062370	270
ENSG00000062485	4285
ENSG00000062524	30
ENSG00000062582	15
ENSG00000062598	2691
ENSG00000062650	2114
ENSG00000062716	2167
ENSG00000062725	3177
ENSG00000062822	1571
ENSG00000063015	339
ENSG00000063046	7661
ENSG00000063127	702
ENSG00000063169	845
ENSG00000063176	641
ENSG00000063177	10083
ENSG00000063180	663
ENSG00000063241	551
ENSG00000063244	5778
ENSG00000063245	3439
ENSG00000063322	1282
ENSG00000063438	438
ENSG00000063515	0
ENSG00000063587	1306
ENSG00000063601	1102
ENSG00000063660	2990
ENSG00000063761	310
ENSG00000063854	563
ENSG00000063978	2160
ENSG00000064012	244
ENSG00000064042	5780
ENSG00000064102	804
ENSG00000064115	1612
ENSG00000064195	4
ENSG00000064199	145
ENSG00000064201	46
ENSG00000064205	2
ENSG00000064218	3
ENSG00000064225	106
ENSG00000064270	33
ENSG00000064300	734
ENSG00000064309	4823
ENSG00000064313	1645
ENSG00000064393	4450
ENSG00000064419	2104
ENSG00000064489	6
ENSG00000064490	693
ENSG00000064545	673
ENSG00000064547	1304
ENSG00000064601	1770
ENSG00000064607	5075
ENSG00000064651	2581
ENSG00000064652	440
ENSG00000064655	94
ENSG00000064666	11567
ENSG00000064687	482
ENSG00000064692	681
ENSG00000064703	1095
ENSG00000064726	1892
ENSG00000064763	623
ENSG00000064787	12
ENSG00000064835	3
ENSG00000064886	8
ENSG00000064932	783
ENSG00000064933	941
ENSG00000064961	1844
ENSG00000064989	425
ENSG00000064995	781
ENSG00000064999	1694
ENSG00000065000	6137
ENSG00000065029	1316
ENSG00000065054	804
ENSG00000065057	261
ENSG00000065060	953
ENSG00000065135	3825
ENSG00000065150	9620
ENSG00000065154	1975
ENSG00000065183	1137
ENSG00000065243	2558
ENSG00000065268	1046
ENSG00000065308	3894
ENSG00000065320	995
ENSG00000065325	2
ENSG00000065328	1174
ENSG00000065357	1220
ENSG00000065361	10
ENSG00000065371	0
ENSG00000065413	307
ENSG00000065427	2814
ENSG00000065457	777
ENSG00000065485	967
ENSG00000065491	693
ENSG00000065518	1158
ENSG00000065526	3876
ENSG00000065534	833
ENSG00000065548	1699
ENSG00000065559	1608
ENSG00000065600	670
ENSG00000065609	109
ENSG00000065613	2218
ENSG00000065615	331
ENSG00000065618	7
ENSG00000065621	27
ENSG00000065665	1091
ENSG00000065675	84
ENSG00000065717	428
ENSG00000065802	2045
ENSG00000065809	1345
ENSG00000065833	145
ENSG00000065882	1954
ENSG00000065883	2378
ENSG00000065911	1566
ENSG00000065923	145
ENSG00000065970	1225
ENSG00000065978	9333
ENSG00000065989	249
ENSG00000066027	458
ENSG00000066032	391
ENSG00000066044	4087
ENSG00000066056	41
ENSG00000066084	2664
ENSG00000066117	4368
ENSG00000066135	2103
ENSG00000066136	1527
ENSG00000066185	1
ENSG00000066230	82
ENSG00000066248	12
ENSG00000066279	3852
ENSG00000066294	1
ENSG00000066322	916
ENSG00000066336	2
ENSG00000066379	160
ENSG00000066382	457
ENSG00000066405	54
ENSG00000066422	934
ENSG00000066427	561
ENSG00000066455	1344
ENSG00000066468	368
ENSG00000066557	1224
ENSG00000066583	366
ENSG00000066629	1207
ENSG00000066651	570
ENSG00000066654	1748
ENSG00000066697	519
ENSG00000066735	391
ENSG00000066739	1742
ENSG00000066777	2252
ENSG00000066813	20
ENSG00000066827	255
ENSG00000066855	830
ENSG00000066923	525
ENSG00000066926	912
ENSG00000066933	1880
ENSG00000067048	3131
ENSG00000067057	799
ENSG00000067064	4904
ENSG00000067066	233
ENSG00000067082	2869
ENSG00000067113	465
ENSG00000067141	8709
ENSG00000067167	4055
ENSG00000067177	207
ENSG00000067182	2017
ENSG00000067191	429
ENSG00000067208	1258
ENSG00000067221	379
ENSG00000067225	15887
ENSG00000067248	1496
ENSG00000067334	1502
ENSG00000067365	632
ENSG00000067369	5724
ENSG00000067445	8208
ENSG00000067533	1023
ENSG00000067560	12386
ENSG00000067596	1971
ENSG00000067606	92
ENSG00000067646	621
ENSG00000067704	2688
ENSG00000067715	685
ENSG00000067798	1152
ENSG00000067829	1260
ENSG00000067836	726
ENSG00000067840	2172
ENSG00000067842	9
ENSG00000067900	2540
ENSG00000067955	1534
ENSG00000067992	79
ENSG00000068001	1332
ENSG00000068024	1147
ENSG00000068028	674
ENSG00000068078	1443
ENSG00000068079	71
ENSG00000068097	1180
ENSG00000068120	1160
ENSG00000068137	1081
ENSG00000068305	1161
ENSG00000068308	1926
ENSG00000068323	1937
ENSG00000068354	452
ENSG00000068366	1018
ENSG00000068383	959
ENSG00000068394	585
ENSG00000068400	1690
ENSG00000068438	1050
ENSG00000068489	1635
ENSG00000068615	95
ENSG00000068650	1667
ENSG00000068654	3248
ENSG00000068697	8026
ENSG00000068724	558
ENSG00000068745	3096
ENSG00000068781	19
ENSG00000068784	793
ENSG00000068793	621
ENSG00000068796	2083
ENSG00000068831	92
ENSG00000068878	2970
ENSG00000068885	849
ENSG00000068903	1500
ENSG00000068912	1602
ENSG00000068971	744
ENSG00000068976	106
ENSG00000068985	0
ENSG00000069011	342
ENSG00000069018	3
ENSG00000069020	758
ENSG00000069122	1006
ENSG00000069188	4208
ENSG00000069206	1
ENSG00000069248	2387
ENSG00000069275	14549
ENSG00000069329	4602
ENSG00000069345	1910
ENSG00000069399	211
ENSG00000069424	274
ENSG00000069431	358
ENSG00000069482	5
ENSG00000069493	336
ENSG00000069509	303
ENSG00000069535	108
ENSG00000069667	443
ENSG00000069696	26
ENSG00000069702	2453
ENSG00000069712	121
ENSG00000069764	1
ENSG00000069812	4
ENSG00000069849	2062
ENSG00000069869	727
ENSG00000069943	187
ENSG00000069956	3427
ENSG00000069966	330
ENSG00000069974	361
ENSG00000069998	906
ENSG00000070010	1188
ENSG00000070018	3228
ENSG00000070019	0
ENSG00000070031	9
ENSG00000070047	2101
ENSG00000070061	2592
ENSG00000070081	1457
ENSG00000070087	7428
ENSG00000070159	131
ENSG00000070182	307
ENSG00000070190	2
ENSG00000070193	319
ENSG00000070214	1002
ENSG00000070269	587
ENSG00000070366	3050
ENSG00000070367	2970
ENSG00000070371	604
ENSG00000070388	5
ENSG00000070404	302
ENSG00000070413	3967
ENSG00000070423	776
ENSG00000070444	1011
ENSG00000070476	933
ENSG00000070495	653
ENSG00000070501	621
ENSG00000070526	1
ENSG00000070540	893
ENSG00000070601	17
ENSG00000070610	3211
ENSG00000070614	8380
ENSG00000070669	2028
ENSG00000070718	985
ENSG00000070729	10
ENSG00000070731	14
ENSG00000070748	26
ENSG00000070756	16349
ENSG00000070759	80
ENSG00000070761	903
ENSG00000070770	2007
ENSG00000070778	1525
ENSG00000070785	624
ENSG00000070808	152
ENSG00000070814	2912
ENSG00000070831	5160
ENSG00000070882	735
ENSG00000070886	5
ENSG00000070915	0
ENSG00000070950	720
ENSG00000070961	5391
ENSG00000070985	2
ENSG00000071051	1930
ENSG00000071054	9956
ENSG00000071073	409
ENSG00000071082	3506
ENSG00000071127	7918
ENSG00000071189	1483
ENSG00000071203	0
ENSG00000071205	821
ENSG00000071242	1989
ENSG00000071243	537
ENSG00000071246	2113
ENSG00000071282	536
ENSG00000071462	1439
ENSG00000071537	4329
ENSG00000071539	1002
ENSG00000071553	4582
ENSG00000071564	7744
ENSG00000071575	8963
ENSG00000071626	3004
ENSG00000071655	2067
ENSG00000071677	0
ENSG00000071794	2228
ENSG00000071859	2015
ENSG00000071889	902
ENSG00000071894	4334
ENSG00000071909	4
ENSG00000071967	2903
ENSG00000071991	1
ENSG00000071994	1214
ENSG00000072041	724
ENSG00000072042	1764
ENSG00000072062	3538
ENSG00000072071	3098
ENSG00000072080	0
ENSG00000072110	10611
ENSG00000072121	1519
ENSG00000072133	148
ENSG00000072134	1401
ENSG00000072135	469
ENSG00000072163	501
ENSG00000072182	11
ENSG00000072195	1911
ENSG00000072201	102
ENSG00000072210	1408
ENSG00000072274	2558
ENSG00000072310	4834
ENSG00000072315	3
ENSG00000072364	6035
ENSG00000072401	912
ENSG00000072415	1609
ENSG00000072422	2562
ENSG00000072444	1
ENSG00000072501	5709
ENSG00000072506	1363
ENSG00000072518	1357
ENSG00000072571	1037
ENSG00000072609	1427
ENSG00000072657	27
ENSG00000072682	2103
ENSG00000072694	0
ENSG00000072736	741
ENSG00000072756	578
ENSG00000072778	6105
ENSG00000072786	1835
ENSG00000072803	2303
ENSG00000072818	131
ENSG00000072832	5107
ENSG00000072840	1814
ENSG00000072849	1428
ENSG00000072858	5
ENSG00000072864	861
ENSG00000072952	806
