geneID	C4_kd1
ENSG00000028116	196
ENSG00000028137	55
ENSG00000028203	1113
ENSG00000028277	203
ENSG00000028310	869
ENSG00000028528	2313
ENSG00000028839	289
ENSG00000029153	112
ENSG00000029363	4000
ENSG00000029364	1610
ENSG00000029534	345
ENSG00000029559	0
ENSG00000029639	72
ENSG00000029725	1549
ENSG00000029993	629
ENSG00000030066	1303
ENSG00000030110	478
ENSG00000030304	8
ENSG00000030419	106
ENSG00000030582	4881
ENSG00000031003	767
ENSG00000031081	1489
ENSG00000031544	9
ENSG00000031691	78
ENSG00000031698	3330
ENSG00000031823	1348
ENSG00000032219	624
ENSG00000032389	222
ENSG00000032444	783
ENSG00000032742	338
ENSG00000033011	303
ENSG00000033030	594
ENSG00000033050	1292
ENSG00000033100	2973
ENSG00000033122	268
ENSG00000033170	377
ENSG00000033178	1492
ENSG00000033327	773
ENSG00000033627	1112
ENSG00000033800	645
ENSG00000033867	1266
ENSG00000034053	661
ENSG00000034063	405
ENSG00000034152	282
ENSG00000034239	8
ENSG00000034510	12650
ENSG00000034533	108
ENSG00000034677	812
ENSG00000034693	202
ENSG00000034713	1093
ENSG00000034971	0
ENSG00000035115	620
ENSG00000035141	497
ENSG00000035403	17300
ENSG00000035499	86
ENSG00000035664	99
ENSG00000035681	634
ENSG00000035687	775
ENSG00000035720	0
ENSG00000035862	9006
ENSG00000035928	1151
ENSG00000036054	1126
ENSG00000036257	1697
ENSG00000036448	13
ENSG00000036473	0
ENSG00000036530	95
ENSG00000036549	788
ENSG00000036565	0
ENSG00000036672	45
ENSG00000036828	0
ENSG00000037042	550
ENSG00000037241	94
ENSG00000037280	42
ENSG00000037474	1388
ENSG00000037637	890
ENSG00000037749	1278
ENSG00000037757	250
ENSG00000037897	185
ENSG00000037965	113
ENSG00000038002	81
ENSG00000038210	280
ENSG00000038219	2148
ENSG00000038274	753
ENSG00000038295	747
ENSG00000038358	1409
ENSG00000038382	9761
ENSG00000038427	33062
ENSG00000038532	903
ENSG00000038945	4
ENSG00000039068	8
ENSG00000039123	1357
ENSG00000039139	6
ENSG00000039319	1970
ENSG00000039523	1036
ENSG00000039537	1
ENSG00000039560	8277
ENSG00000039600	0
ENSG00000039650	604
ENSG00000039987	2
ENSG00000040199	683
ENSG00000040275	560
ENSG00000040341	588
ENSG00000040487	415
ENSG00000040531	322
ENSG00000040608	143
ENSG00000040633	1148
ENSG00000040731	301
ENSG00000040933	1212
ENSG00000041353	82
ENSG00000041357	1543
ENSG00000041515	31
ENSG00000041802	689
ENSG00000041880	105
ENSG00000041982	53237
ENSG00000041988	283
ENSG00000042062	346
ENSG00000042088	292
ENSG00000042286	175
ENSG00000042304	0
ENSG00000042317	182
ENSG00000042429	619
ENSG00000042445	767
ENSG00000042493	187
ENSG00000042753	1091
ENSG00000042781	6
ENSG00000042813	0
ENSG00000042832	201
ENSG00000042980	3
ENSG00000043039	164
ENSG00000043093	516
ENSG00000043143	151
ENSG00000043355	104
ENSG00000043462	0
ENSG00000043514	334
ENSG00000043591	1
ENSG00000044012	0
ENSG00000044090	2945
ENSG00000044115	9314
ENSG00000044446	413
ENSG00000044459	421
ENSG00000044524	3044
ENSG00000044574	24269
ENSG00000046604	744
ENSG00000046647	248
ENSG00000046651	464
ENSG00000046653	132
ENSG00000046774	0
ENSG00000046889	342
ENSG00000047056	777
ENSG00000047188	1020
ENSG00000047230	388
ENSG00000047249	782
ENSG00000047315	2576
ENSG00000047346	609
ENSG00000047365	105
ENSG00000047410	3917
ENSG00000047457	0
ENSG00000047578	541
ENSG00000047579	243
ENSG00000047597	5
ENSG00000047617	28
ENSG00000047621	679
ENSG00000047634	315
ENSG00000047644	1472
ENSG00000047648	621
ENSG00000047662	26
ENSG00000047849	9644
ENSG00000047932	1337
ENSG00000047936	3
ENSG00000048028	711
ENSG00000048052	435
ENSG00000048140	786
ENSG00000048162	179
ENSG00000048342	685
ENSG00000048392	789
ENSG00000048405	284
ENSG00000048462	0
ENSG00000048471	502
ENSG00000048540	176
ENSG00000048544	478
ENSG00000048545	5
ENSG00000048649	1921
ENSG00000048707	1558
ENSG00000048740	1370
ENSG00000048828	2262
ENSG00000048991	897
ENSG00000049089	237
ENSG00000049130	2329
ENSG00000049167	187
ENSG00000049192	165
ENSG00000049239	3037
ENSG00000049245	1307
ENSG00000049246	139
ENSG00000049247	0
ENSG00000049249	0
ENSG00000049283	14
ENSG00000049319	0
ENSG00000049323	11517
ENSG00000049449	5587
ENSG00000049540	6685
ENSG00000049541	289
ENSG00000049618	1889
ENSG00000049656	1591
ENSG00000049759	1097
ENSG00000049768	14
ENSG00000049769	130
ENSG00000049860	1073
ENSG00000049883	81
ENSG00000050030	15
ENSG00000050130	697
ENSG00000050165	3420
ENSG00000050327	70
ENSG00000050344	218
ENSG00000050393	395
ENSG00000050405	4717
ENSG00000050426	535
ENSG00000050438	111
ENSG00000050555	65
ENSG00000050628	5
ENSG00000050730	60
ENSG00000050748	875
ENSG00000050767	22
ENSG00000050820	2765
ENSG00000051009	607
ENSG00000051108	1690
ENSG00000051128	375
ENSG00000051180	179
ENSG00000051341	170
ENSG00000051382	236
ENSG00000051523	185
ENSG00000051596	265
ENSG00000051620	400
ENSG00000051825	340
ENSG00000052126	978
ENSG00000052344	0
ENSG00000052723	1269
ENSG00000052749	665
ENSG00000052795	700
ENSG00000052802	3002
ENSG00000052841	2254
ENSG00000052850	515
ENSG00000053108	100
ENSG00000053254	2376
ENSG00000053328	2
ENSG00000053371	509
ENSG00000053372	581
ENSG00000053438	12
ENSG00000053501	330
ENSG00000053524	20
ENSG00000053702	139
ENSG00000053747	156
ENSG00000053770	586
ENSG00000053900	488
ENSG00000053918	7
ENSG00000054116	910
ENSG00000054118	3329
ENSG00000054148	1787
ENSG00000054179	7
ENSG00000054219	7
ENSG00000054267	1252
ENSG00000054277	94
ENSG00000054282	572
ENSG00000054356	20
ENSG00000054392	431
ENSG00000054523	2925
ENSG00000054598	1326
ENSG00000054611	404
ENSG00000054654	999
ENSG00000054690	72
ENSG00000054793	1768
ENSG00000054796	0
ENSG00000054803	0
ENSG00000054938	0
ENSG00000054965	2223
ENSG00000054967	114
ENSG00000054983	729
ENSG00000055044	820
ENSG00000055070	1750
ENSG00000055118	58
ENSG00000055130	1385
ENSG00000055147	547
ENSG00000055163	1070
ENSG00000055208	1952
ENSG00000055211	783
ENSG00000055332	1641
ENSG00000055483	1049
ENSG00000055609	2199
ENSG00000055732	66
ENSG00000055813	69
ENSG00000055917	2323
ENSG00000055950	492
ENSG00000055955	4
ENSG00000055957	1
ENSG00000056050	315
ENSG00000056097	2592
ENSG00000056277	273
ENSG00000056291	0
ENSG00000056487	153
ENSG00000056558	132
ENSG00000056586	1904
ENSG00000056661	920
ENSG00000056736	95
ENSG00000056972	186
ENSG00000056998	313
ENSG00000057019	3007
ENSG00000057149	1
ENSG00000057252	681
ENSG00000057294	113
ENSG00000057468	45
ENSG00000057593	9
ENSG00000057608	5143
ENSG00000057657	8
ENSG00000057663	492
ENSG00000057704	86
ENSG00000057757	567
ENSG00000057935	833
ENSG00000058056	549
ENSG00000058063	3681
ENSG00000058085	635
ENSG00000058091	2455
ENSG00000058262	10960
ENSG00000058272	2271
ENSG00000058335	1
ENSG00000058404	13
ENSG00000058453	1106
ENSG00000058600	661
ENSG00000058668	3124
ENSG00000058673	3948
ENSG00000058729	526
ENSG00000058799	339
ENSG00000058804	420
ENSG00000058866	3
ENSG00000059122	1084
ENSG00000059145	493
ENSG00000059377	18
ENSG00000059378	86
ENSG00000059573	3803
ENSG00000059588	769
ENSG00000059691	230
ENSG00000059728	305
ENSG00000059758	735
ENSG00000059769	266
ENSG00000059804	1011
ENSG00000059915	168
ENSG00000060069	528
ENSG00000060138	2374
ENSG00000060140	2
ENSG00000060237	15870
ENSG00000060339	2216
ENSG00000060491	932
ENSG00000060558	0
ENSG00000060566	0
ENSG00000060642	152
ENSG00000060656	466
ENSG00000060688	537
ENSG00000060709	219
ENSG00000060718	24674
ENSG00000060749	1689
ENSG00000060762	208
ENSG00000060971	499
ENSG00000060982	4731
ENSG00000061273	3882
ENSG00000061337	316
ENSG00000061455	535
ENSG00000061492	4
ENSG00000061656	50
ENSG00000061676	3594
ENSG00000061794	715
ENSG00000061918	427
ENSG00000061936	1260
ENSG00000061938	1256
ENSG00000061987	2035
ENSG00000062038	157
ENSG00000062096	0
ENSG00000062194	1861
ENSG00000062282	22
ENSG00000062370	153
ENSG00000062485	2403
ENSG00000062524	8
ENSG00000062582	1
ENSG00000062598	2056
ENSG00000062650	1230
ENSG00000062716	3705
ENSG00000062725	1966
ENSG00000062822	438
ENSG00000063015	17
ENSG00000063046	4598
ENSG00000063127	506
ENSG00000063169	417
ENSG00000063176	304
ENSG00000063177	6355
ENSG00000063180	445
ENSG00000063241	483
ENSG00000063244	2833
ENSG00000063245	2078
ENSG00000063322	682
ENSG00000063438	103
ENSG00000063515	0
ENSG00000063587	838
ENSG00000063601	612
ENSG00000063660	1163
ENSG00000063761	174
ENSG00000063854	341
ENSG00000063978	1564
ENSG00000064012	189
ENSG00000064042	4545
ENSG00000064102	477
ENSG00000064115	1058
ENSG00000064195	5
ENSG00000064199	25
ENSG00000064201	14
ENSG00000064205	5
ENSG00000064218	0
ENSG00000064225	83
ENSG00000064270	15
ENSG00000064300	67
ENSG00000064309	1878
ENSG00000064313	790
ENSG00000064393	1581
ENSG00000064419	1310
ENSG00000064489	2
ENSG00000064490	557
ENSG00000064545	399
ENSG00000064547	389
ENSG00000064601	2208
ENSG00000064607	2707
ENSG00000064651	642
ENSG00000064652	281
ENSG00000064655	278
ENSG00000064666	5728
ENSG00000064687	360
ENSG00000064692	1836
ENSG00000064703	545
ENSG00000064726	1651
ENSG00000064763	1263
ENSG00000064787	3
ENSG00000064835	2
ENSG00000064886	0
ENSG00000064932	973
ENSG00000064933	436
ENSG00000064961	1015
ENSG00000064989	586
ENSG00000064995	434
ENSG00000064999	1157
ENSG00000065000	4549
ENSG00000065029	629
ENSG00000065054	677
ENSG00000065057	117
ENSG00000065060	629
ENSG00000065135	2133
ENSG00000065150	3688
ENSG00000065154	1815
ENSG00000065183	722
ENSG00000065243	1577
ENSG00000065268	608
ENSG00000065308	2756
ENSG00000065320	267
ENSG00000065325	0
ENSG00000065328	223
ENSG00000065357	1162
ENSG00000065361	13
ENSG00000065371	0
ENSG00000065413	661
ENSG00000065427	1896
ENSG00000065457	591
ENSG00000065485	1277
ENSG00000065491	507
ENSG00000065518	519
ENSG00000065526	1713
ENSG00000065534	758
ENSG00000065548	1117
ENSG00000065559	1051
ENSG00000065600	425
ENSG00000065609	39
ENSG00000065613	1228
ENSG00000065615	138
ENSG00000065618	2
ENSG00000065621	21
ENSG00000065665	377
ENSG00000065675	71
ENSG00000065717	618
ENSG00000065802	1288
ENSG00000065809	888
ENSG00000065833	392
ENSG00000065882	1067
ENSG00000065883	1561
ENSG00000065911	1467
ENSG00000065923	88
ENSG00000065970	836
ENSG00000065978	4888
ENSG00000065989	112
ENSG00000066027	302
ENSG00000066032	21
ENSG00000066044	1818
ENSG00000066056	20
ENSG00000066084	1659
ENSG00000066117	1447
ENSG00000066135	1331
ENSG00000066136	754
ENSG00000066185	5
ENSG00000066230	30
ENSG00000066248	4
ENSG00000066279	707
ENSG00000066294	0
ENSG00000066322	874
ENSG00000066336	0
ENSG00000066379	98
ENSG00000066382	317
ENSG00000066405	37
ENSG00000066422	764
ENSG00000066427	317
ENSG00000066455	1336
ENSG00000066468	125
ENSG00000066557	650
ENSG00000066583	320
ENSG00000066629	645
ENSG00000066651	231
ENSG00000066654	979
ENSG00000066697	276
ENSG00000066735	174
ENSG00000066739	1092
ENSG00000066777	1350
ENSG00000066813	0
ENSG00000066827	174
ENSG00000066855	350
ENSG00000066923	309
ENSG00000066926	448
ENSG00000066933	1455
ENSG00000067048	2526
ENSG00000067057	823
ENSG00000067064	2694
ENSG00000067066	380
ENSG00000067082	2098
ENSG00000067113	323
ENSG00000067141	4717
ENSG00000067167	2396
ENSG00000067177	196
ENSG00000067182	1957
ENSG00000067191	222
ENSG00000067208	947
ENSG00000067221	323
ENSG00000067225	10540
ENSG00000067248	1098
ENSG00000067334	913
ENSG00000067365	532
ENSG00000067369	3131
ENSG00000067445	6018
ENSG00000067533	384
ENSG00000067560	9586
ENSG00000067596	1170
ENSG00000067606	18
ENSG00000067646	341
ENSG00000067704	1576
ENSG00000067715	86
ENSG00000067798	837
ENSG00000067829	791
ENSG00000067836	551
ENSG00000067840	728
ENSG00000067842	7
ENSG00000067900	1683
ENSG00000067955	2135
ENSG00000067992	43
ENSG00000068001	909
ENSG00000068024	538
ENSG00000068028	475
ENSG00000068078	243
ENSG00000068079	36
ENSG00000068097	556
ENSG00000068120	767
ENSG00000068137	795
ENSG00000068305	1489
ENSG00000068308	1552
ENSG00000068323	1275
ENSG00000068354	314
ENSG00000068366	784
ENSG00000068383	663
ENSG00000068394	277
ENSG00000068400	1012
ENSG00000068438	842
ENSG00000068489	279
ENSG00000068615	82
ENSG00000068650	897
ENSG00000068654	2000
ENSG00000068697	6416
ENSG00000068724	467
ENSG00000068745	1981
ENSG00000068781	3
ENSG00000068784	351
ENSG00000068793	537
ENSG00000068796	1060
ENSG00000068831	24
ENSG00000068878	1956
ENSG00000068885	406
ENSG00000068903	1132
ENSG00000068912	1695
ENSG00000068971	872
ENSG00000068976	38
ENSG00000068985	0
ENSG00000069011	260
ENSG00000069018	7
ENSG00000069020	560
ENSG00000069122	331
ENSG00000069188	919
ENSG00000069206	0
ENSG00000069248	1061
ENSG00000069275	5749
ENSG00000069329	2373
ENSG00000069345	1219
ENSG00000069399	223
ENSG00000069424	184
ENSG00000069431	12
ENSG00000069482	12
ENSG00000069493	156
ENSG00000069509	144
ENSG00000069535	65
ENSG00000069667	588
ENSG00000069696	13
ENSG00000069702	248
ENSG00000069712	81
ENSG00000069764	3
ENSG00000069812	0
ENSG00000069849	1149
ENSG00000069869	621
ENSG00000069943	93
ENSG00000069956	1830
ENSG00000069966	161
ENSG00000069974	310
ENSG00000069998	554
ENSG00000070010	814
ENSG00000070018	2024
ENSG00000070019	0
ENSG00000070031	9
ENSG00000070047	1436
ENSG00000070061	1546
ENSG00000070081	1032
ENSG00000070087	2265
ENSG00000070159	248
ENSG00000070182	56
ENSG00000070190	27
ENSG00000070193	20
ENSG00000070214	623
ENSG00000070269	430
ENSG00000070366	2031
ENSG00000070367	1753
ENSG00000070371	267
ENSG00000070388	0
ENSG00000070404	299
ENSG00000070413	2260
ENSG00000070423	376
ENSG00000070444	654
ENSG00000070476	482
ENSG00000070495	577
ENSG00000070501	318
ENSG00000070526	0
ENSG00000070540	1001
ENSG00000070601	17
ENSG00000070610	1791
ENSG00000070614	5237
ENSG00000070669	1466
ENSG00000070718	549
ENSG00000070729	0
ENSG00000070731	0
ENSG00000070748	0
ENSG00000070756	10827
ENSG00000070759	91
ENSG00000070761	410
ENSG00000070770	1227
ENSG00000070778	1027
ENSG00000070785	382
ENSG00000070808	10
ENSG00000070814	1472
ENSG00000070831	3207
ENSG00000070882	182
ENSG00000070886	0
ENSG00000070915	0
ENSG00000070950	325
ENSG00000070961	4461
ENSG00000070985	0
ENSG00000071051	1234
ENSG00000071054	6910
ENSG00000071073	166
ENSG00000071082	2239
ENSG00000071127	7292
ENSG00000071189	1040
ENSG00000071203	0
ENSG00000071205	1104
ENSG00000071242	1289
ENSG00000071243	245
ENSG00000071246	1643
ENSG00000071282	1409
ENSG00000071462	852
ENSG00000071537	3915
ENSG00000071539	213
ENSG00000071553	3001
ENSG00000071564	3426
ENSG00000071575	5579
ENSG00000071626	1933
ENSG00000071655	980
ENSG00000071677	0
ENSG00000071794	922
ENSG00000071859	1781
ENSG00000071889	567
ENSG00000071894	3497
ENSG00000071909	7
ENSG00000071967	2488
ENSG00000071991	0
ENSG00000071994	590
ENSG00000072041	50
ENSG00000072042	1439
ENSG00000072062	2274
ENSG00000072071	2361
ENSG00000072080	0
ENSG00000072110	12369
ENSG00000072121	1035
ENSG00000072133	169
ENSG00000072134	868
ENSG00000072135	160
ENSG00000072163	483
ENSG00000072182	3
ENSG00000072195	1807
ENSG00000072201	22
ENSG00000072210	628
ENSG00000072274	1351
ENSG00000072310	2144
ENSG00000072315	1
ENSG00000072364	4818
ENSG00000072401	472
ENSG00000072415	411
ENSG00000072422	2181
ENSG00000072444	0
ENSG00000072501	2159
ENSG00000072506	692
ENSG00000072518	751
ENSG00000072571	249
ENSG00000072609	952
ENSG00000072657	27
ENSG00000072682	3197
ENSG00000072694	0
ENSG00000072736	557
ENSG00000072756	532
ENSG00000072778	5620
ENSG00000072786	1860
ENSG00000072803	1323
ENSG00000072818	73
ENSG00000072832	1820
ENSG00000072840	1750
ENSG00000072849	879
ENSG00000072858	5
ENSG00000072864	354
ENSG00000072952	297
ENSG00000072954	71
ENSG00000072958	1343
ENSG00000073008	744
ENSG00000073009	240
ENSG00000073050	440
ENSG00000073060	926
ENSG00000073067	7
ENSG00000073111	797
ENSG00000073146	18
ENSG00000073150	33
ENSG00000073169	420
ENSG00000073282	10
ENSG00000073331	257
ENSG00000073350	25
ENSG00000073417	715
ENSG00000073464	419
