geneID	C4_kd2
ENSG00000007376	282
ENSG00000007384	1748
ENSG00000007392	2079
ENSG00000007402	309
ENSG00000007516	21
ENSG00000007520	372
ENSG00000007541	945
ENSG00000007545	524
ENSG00000007866	1846
ENSG00000007908	104
ENSG00000007923	811
ENSG00000007933	2
ENSG00000007944	686
ENSG00000007952	11
ENSG00000007968	96
ENSG00000008018	1803
ENSG00000008056	54
ENSG00000008083	997
ENSG00000008086	151
ENSG00000008118	60
ENSG00000008128	19
ENSG00000008130	1263
ENSG00000008196	4
ENSG00000008197	0
ENSG00000008226	19
ENSG00000008256	2290
ENSG00000008277	344
ENSG00000008282	1240
ENSG00000008283	127
ENSG00000008294	4014
ENSG00000008300	417
ENSG00000008311	1098
ENSG00000008323	7
ENSG00000008324	127
ENSG00000008382	91
ENSG00000008394	897
ENSG00000008405	1303
ENSG00000008438	6
ENSG00000008441	3676
ENSG00000008513	973
ENSG00000008516	32
ENSG00000008517	242
ENSG00000008710	4438
ENSG00000008735	147
ENSG00000008838	1688
ENSG00000008853	638
ENSG00000008869	926
ENSG00000008952	3274
ENSG00000008988	9307
ENSG00000009307	10896
ENSG00000009335	2222
ENSG00000009413	1318
ENSG00000009694	1615
ENSG00000009709	0
ENSG00000009724	74
ENSG00000009765	0
ENSG00000009780	181
ENSG00000009790	16
ENSG00000009830	1062
ENSG00000009844	1173
ENSG00000009950	10
ENSG00000009954	2889
ENSG00000010017	941
ENSG00000010030	11
ENSG00000010072	277
ENSG00000010165	621
ENSG00000010219	56
ENSG00000010244	3351
ENSG00000010256	1427
ENSG00000010270	781
ENSG00000010278	131
ENSG00000010282	0
ENSG00000010292	1866
ENSG00000010295	1004
ENSG00000010310	66
ENSG00000010318	80
ENSG00000010319	16
ENSG00000010322	5749
ENSG00000010327	1
ENSG00000010361	156
ENSG00000010379	5
ENSG00000010404	1331
ENSG00000010438	8
ENSG00000010539	235
ENSG00000010610	17
ENSG00000010626	77
ENSG00000010671	1
ENSG00000010704	125
ENSG00000010803	1014
ENSG00000010810	1492
ENSG00000010818	642
ENSG00000010932	6
ENSG00000011007	1363
ENSG00000011009	907
ENSG00000011021	1244
ENSG00000011028	14084
ENSG00000011052	0
ENSG00000011083	0
ENSG00000011105	4880
ENSG00000011114	1575
ENSG00000011132	240
ENSG00000011143	240
ENSG00000011198	99
ENSG00000011201	3408
ENSG00000011243	2092
ENSG00000011258	963
ENSG00000011260	517
ENSG00000011275	1605
ENSG00000011295	757
ENSG00000011304	5261
ENSG00000011332	83
ENSG00000011347	41
ENSG00000011376	681
ENSG00000011405	2369
ENSG00000011422	210
ENSG00000011426	1032
ENSG00000011451	1977
ENSG00000011454	1987
ENSG00000011465	14136
ENSG00000011478	201
ENSG00000011485	1101
ENSG00000011523	482
ENSG00000011566	1601
ENSG00000011590	13
ENSG00000011600	0
ENSG00000011638	455
ENSG00000011677	13
ENSG00000012048	303
ENSG00000012061	799
ENSG00000012124	0
ENSG00000012171	810
ENSG00000012174	915
ENSG00000012211	43
ENSG00000012223	0
ENSG00000012232	1611
ENSG00000012504	0
ENSG00000012660	3030
ENSG00000012779	0
ENSG00000012817	1880
ENSG00000012822	2727
ENSG00000012963	580
ENSG00000012983	2187
ENSG00000013016	556
ENSG00000013275	1325
ENSG00000013288	1734
ENSG00000013293	81
ENSG00000013297	195
ENSG00000013306	1318
ENSG00000013364	700
ENSG00000013374	1015
ENSG00000013375	2432
ENSG00000013392	316
ENSG00000013441	2126
ENSG00000013503	314
ENSG00000013523	538
ENSG00000013561	600
ENSG00000013563	68
ENSG00000013573	830
ENSG00000013583	645
ENSG00000013588	189
ENSG00000013619	316
ENSG00000013725	0
ENSG00000013810	950
ENSG00000014123	875
ENSG00000014138	349
ENSG00000014164	465
ENSG00000014216	1840
ENSG00000014257	5
ENSG00000014641	1793
ENSG00000014824	1487
ENSG00000014914	957
ENSG00000014919	648
ENSG00000015133	301
ENSG00000015153	273
ENSG00000015171	1919
ENSG00000015285	7
ENSG00000015413	0
ENSG00000015475	218
ENSG00000015479	8343
ENSG00000015520	2
ENSG00000015532	1212
ENSG00000015568	43
ENSG00000015592	1
ENSG00000015676	2002
ENSG00000016082	1
ENSG00000016391	71
ENSG00000016402	2
ENSG00000016490	7
ENSG00000016602	0
ENSG00000016864	1994
ENSG00000017260	2837
ENSG00000017373	239
ENSG00000017427	1152
ENSG00000017483	2
ENSG00000017621	16
ENSG00000017797	1523
ENSG00000018189	1784
ENSG00000018236	1479
ENSG00000018280	3
ENSG00000018408	2211
ENSG00000018510	991
ENSG00000018610	304
ENSG00000018625	83
ENSG00000018699	547
ENSG00000018869	97
ENSG00000019102	3
ENSG00000019144	2118
ENSG00000019169	0
ENSG00000019186	0
ENSG00000019485	286
ENSG00000019505	216
ENSG00000019549	2778
ENSG00000019582	11
ENSG00000019991	885
ENSG00000019995	1452
ENSG00000020129	1234
ENSG00000020181	4478
ENSG00000020256	574
ENSG00000020426	242
ENSG00000020577	2239
ENSG00000020633	0
ENSG00000020922	292
ENSG00000021300	11
ENSG00000021355	56
ENSG00000021461	0
ENSG00000021488	9
ENSG00000021574	727
ENSG00000021645	669
ENSG00000021762	871
ENSG00000021776	1133
ENSG00000021826	386
ENSG00000021852	0
ENSG00000022267	6374
ENSG00000022277	884
ENSG00000022355	0
ENSG00000022556	175
ENSG00000022567	248
ENSG00000022840	2701
ENSG00000022976	355
ENSG00000023041	668
ENSG00000023171	142
ENSG00000023191	2098
ENSG00000023228	2067
ENSG00000023287	1588
ENSG00000023318	1606
ENSG00000023330	721
ENSG00000023445	10
ENSG00000023516	1722
ENSG00000023572	74
ENSG00000023608	131
ENSG00000023697	423
ENSG00000023734	3416
ENSG00000023839	12
ENSG00000023892	232
ENSG00000023902	1036
ENSG00000023909	223
ENSG00000024048	1099
ENSG00000024422	4921
ENSG00000024526	370
ENSG00000024862	123
ENSG00000025039	105
ENSG00000025156	435
ENSG00000025293	1263
ENSG00000025423	27
ENSG00000025434	127
ENSG00000025708	10
ENSG00000025770	778
ENSG00000025772	529
ENSG00000025796	2604
ENSG00000025800	1833
ENSG00000026025	16130
ENSG00000026036	166
ENSG00000026103	558
ENSG00000026297	63
ENSG00000026508	3601
ENSG00000026559	46
ENSG00000026652	904
ENSG00000026751	0
ENSG00000026950	655
ENSG00000027001	123
ENSG00000027075	44
ENSG00000027644	39
ENSG00000027697	847
ENSG00000027847	555
ENSG00000027869	5
ENSG00000028116	166
ENSG00000028137	61
ENSG00000028203	1185
ENSG00000028277	135
ENSG00000028310	917
ENSG00000028528	2448
ENSG00000028839	327
ENSG00000029153	101
ENSG00000029363	4112
ENSG00000029364	1764
ENSG00000029534	467
ENSG00000029559	0
ENSG00000029639	101
ENSG00000029725	1719
ENSG00000029993	697
ENSG00000030066	1444
ENSG00000030110	441
ENSG00000030304	12
ENSG00000030419	104
ENSG00000030582	4257
ENSG00000031003	1060
ENSG00000031081	1490
ENSG00000031544	16
ENSG00000031691	103
ENSG00000031698	3214
ENSG00000031823	1393
ENSG00000032219	733
ENSG00000032389	301
ENSG00000032444	658
ENSG00000032742	359
ENSG00000033011	279
ENSG00000033030	705
ENSG00000033050	1346
ENSG00000033100	2426
ENSG00000033122	338
ENSG00000033170	513
ENSG00000033178	1590
ENSG00000033327	813
ENSG00000033627	1109
ENSG00000033800	778
ENSG00000033867	1447
ENSG00000034053	586
ENSG00000034063	430
ENSG00000034152	275
ENSG00000034239	6
ENSG00000034510	13202
ENSG00000034533	136
ENSG00000034677	877
ENSG00000034693	217
ENSG00000034713	1099
ENSG00000034971	0
ENSG00000035115	840
ENSG00000035141	462
ENSG00000035403	18395
ENSG00000035499	114
ENSG00000035664	104
ENSG00000035681	759
ENSG00000035687	654
ENSG00000035720	0
ENSG00000035862	9310
ENSG00000035928	1483
ENSG00000036054	1168
ENSG00000036257	1778
ENSG00000036448	5
ENSG00000036473	0
ENSG00000036530	110
ENSG00000036549	919
ENSG00000036565	0
ENSG00000036672	36
ENSG00000036828	0
ENSG00000037042	568
ENSG00000037241	128
ENSG00000037280	58
ENSG00000037474	1444
ENSG00000037637	807
ENSG00000037749	1424
ENSG00000037757	305
ENSG00000037897	193
ENSG00000037965	117
ENSG00000038002	64
ENSG00000038210	363
ENSG00000038219	2209
ENSG00000038274	744
ENSG00000038295	725
ENSG00000038358	1336
ENSG00000038382	10436
ENSG00000038427	31420
ENSG00000038532	1010
ENSG00000038945	2
ENSG00000039068	0
ENSG00000039123	1375
ENSG00000039139	1
ENSG00000039319	2236
ENSG00000039523	1067
ENSG00000039537	5
ENSG00000039560	7707
ENSG00000039600	3
ENSG00000039650	585
ENSG00000039987	0
ENSG00000040199	790
ENSG00000040275	589
ENSG00000040341	605
ENSG00000040487	336
ENSG00000040531	389
ENSG00000040608	144
ENSG00000040633	1350
ENSG00000040731	241
ENSG00000040933	1311
ENSG00000041353	64
ENSG00000041357	1541
ENSG00000041515	42
ENSG00000041802	717
ENSG00000041880	135
ENSG00000041982	46428
ENSG00000041988	303
ENSG00000042062	333
ENSG00000042088	271
ENSG00000042286	180
ENSG00000042304	0
ENSG00000042317	208
ENSG00000042429	724
ENSG00000042445	732
ENSG00000042493	153
ENSG00000042753	1040
ENSG00000042781	1
ENSG00000042813	0
ENSG00000042832	196
ENSG00000042980	4
ENSG00000043039	112
ENSG00000043093	624
ENSG00000043143	109
ENSG00000043355	117
ENSG00000043462	2
ENSG00000043514	370
ENSG00000043591	5
ENSG00000044012	0
ENSG00000044090	3341
ENSG00000044115	9205
ENSG00000044446	484
ENSG00000044459	460
ENSG00000044524	3181
ENSG00000044574	23775
ENSG00000046604	785
ENSG00000046647	227
ENSG00000046651	511
ENSG00000046653	221
ENSG00000046774	0
ENSG00000046889	530
ENSG00000047056	705
ENSG00000047188	1004
ENSG00000047230	482
ENSG00000047249	700
ENSG00000047315	2866
ENSG00000047346	636
ENSG00000047365	115
ENSG00000047410	4340
ENSG00000047457	6
ENSG00000047578	544
ENSG00000047579	220
ENSG00000047597	8
ENSG00000047617	22
ENSG00000047621	708
ENSG00000047634	307
ENSG00000047644	1631
ENSG00000047648	640
ENSG00000047662	39
ENSG00000047849	9125
ENSG00000047932	1272
ENSG00000047936	7
ENSG00000048028	797
ENSG00000048052	458
ENSG00000048140	691
ENSG00000048162	185
ENSG00000048342	775
ENSG00000048392	734
ENSG00000048405	331
ENSG00000048462	0
ENSG00000048471	463
ENSG00000048540	272
ENSG00000048544	593
ENSG00000048545	8
ENSG00000048649	2162
ENSG00000048707	1604
ENSG00000048740	1651
ENSG00000048828	2141
ENSG00000048991	982
ENSG00000049089	203
ENSG00000049130	2586
ENSG00000049167	233
ENSG00000049192	102
ENSG00000049239	3374
ENSG00000049245	1353
ENSG00000049246	208
ENSG00000049247	0
ENSG00000049249	0
ENSG00000049283	27
ENSG00000049319	0
ENSG00000049323	8974
ENSG00000049449	5454
ENSG00000049540	5077
ENSG00000049541	317
ENSG00000049618	2096
ENSG00000049656	1687
ENSG00000049759	1357
ENSG00000049768	16
ENSG00000049769	109
ENSG00000049860	1078
ENSG00000049883	121
ENSG00000050030	11
ENSG00000050130	710
ENSG00000050165	2937
ENSG00000050327	88
ENSG00000050344	220
ENSG00000050393	552
ENSG00000050405	3909
ENSG00000050426	656
ENSG00000050438	133
ENSG00000050555	96
ENSG00000050628	6
ENSG00000050730	47
ENSG00000050748	831
ENSG00000050767	39
ENSG00000050820	2254
ENSG00000051009	750
ENSG00000051108	1441
ENSG00000051128	297
ENSG00000051180	172
ENSG00000051341	228
ENSG00000051382	206
ENSG00000051523	172
ENSG00000051596	121
ENSG00000051620	441
ENSG00000051825	402
ENSG00000052126	1193
ENSG00000052344	5
ENSG00000052723	1521
ENSG00000052749	723
ENSG00000052795	750
ENSG00000052802	3728
ENSG00000052841	2531
ENSG00000052850	816
ENSG00000053108	87
ENSG00000053254	2753
ENSG00000053328	2
ENSG00000053371	546
ENSG00000053372	573
ENSG00000053438	16
ENSG00000053501	320
ENSG00000053524	13
ENSG00000053702	96
ENSG00000053747	185
ENSG00000053770	665
ENSG00000053900	539
ENSG00000053918	15
ENSG00000054116	1006
ENSG00000054118	3743
ENSG00000054148	1771
ENSG00000054179	2
ENSG00000054219	0
ENSG00000054267	1322
ENSG00000054277	70
ENSG00000054282	503
ENSG00000054356	19
ENSG00000054392	432
ENSG00000054523	2921
ENSG00000054598	1385
ENSG00000054611	388
ENSG00000054654	1427
ENSG00000054690	51
ENSG00000054793	1963
ENSG00000054796	0
ENSG00000054803	0
ENSG00000054938	6
ENSG00000054965	2476
ENSG00000054967	96
ENSG00000054983	915
ENSG00000055044	857
ENSG00000055070	1811
ENSG00000055118	59
ENSG00000055130	1600
ENSG00000055147	671
ENSG00000055163	1147
ENSG00000055208	2066
ENSG00000055211	794
ENSG00000055332	1827
ENSG00000055483	923
ENSG00000055609	2449
ENSG00000055732	52
ENSG00000055813	58
ENSG00000055917	2354
ENSG00000055950	526
ENSG00000055955	9
ENSG00000055957	0
ENSG00000056050	406
ENSG00000056097	2787
ENSG00000056277	220
ENSG00000056291	3
ENSG00000056487	120
ENSG00000056558	130
ENSG00000056586	2030
ENSG00000056661	1041
ENSG00000056736	96
ENSG00000056972	175
ENSG00000056998	420
ENSG00000057019	2484
ENSG00000057149	0
ENSG00000057252	746
ENSG00000057294	110
ENSG00000057468	22
ENSG00000057593	5
ENSG00000057608	5210
ENSG00000057657	7
ENSG00000057663	498
ENSG00000057704	100
ENSG00000057757	711
ENSG00000057935	993
ENSG00000058056	584
ENSG00000058063	3864
ENSG00000058085	477
ENSG00000058091	2575
ENSG00000058262	10481
ENSG00000058272	2248
ENSG00000058335	3
ENSG00000058404	15
ENSG00000058453	1107
ENSG00000058600	641
ENSG00000058668	3638
ENSG00000058673	4467
ENSG00000058729	518
ENSG00000058799	458
ENSG00000058804	540
ENSG00000058866	0
ENSG00000059122	1085
ENSG00000059145	452
ENSG00000059377	12
ENSG00000059378	77
ENSG00000059573	3685
ENSG00000059588	909
ENSG00000059691	277
ENSG00000059728	388
ENSG00000059758	714
ENSG00000059769	348
ENSG00000059804	968
ENSG00000059915	151
ENSG00000060069	476
ENSG00000060138	2096
ENSG00000060140	5
ENSG00000060237	19392
ENSG00000060339	2119
ENSG00000060491	890
ENSG00000060558	0
ENSG00000060566	0
ENSG00000060642	158
ENSG00000060656	554
ENSG00000060688	568
ENSG00000060709	209
ENSG00000060718	21005
ENSG00000060749	2087
ENSG00000060762	265
ENSG00000060971	433
ENSG00000060982	5104
ENSG00000061273	3807
ENSG00000061337	353
ENSG00000061455	556
ENSG00000061492	0
ENSG00000061656	41
ENSG00000061676	3597
ENSG00000061794	735
ENSG00000061918	374
ENSG00000061936	1335
ENSG00000061938	1210
ENSG00000061987	2430
ENSG00000062038	154
ENSG00000062096	0
ENSG00000062194	2321
ENSG00000062282	37
ENSG00000062370	180
ENSG00000062485	2500
ENSG00000062524	6
ENSG00000062582	4
ENSG00000062598	2081
ENSG00000062650	1243
ENSG00000062716	2731
ENSG00000062725	2116
ENSG00000062822	498
ENSG00000063015	15
ENSG00000063046	5667
ENSG00000063127	575
ENSG00000063169	431
ENSG00000063176	283
ENSG00000063177	7084
ENSG00000063180	522
ENSG00000063241	520
ENSG00000063244	3058
ENSG00000063245	2108
ENSG00000063322	704
ENSG00000063438	58
ENSG00000063515	0
ENSG00000063587	911
ENSG00000063601	614
ENSG00000063660	1335
ENSG00000063761	180
ENSG00000063854	318
ENSG00000063978	1524
ENSG00000064012	177
ENSG00000064042	5589
ENSG00000064102	562
ENSG00000064115	978
ENSG00000064195	4
ENSG00000064199	24
ENSG00000064201	28
ENSG00000064205	3
ENSG00000064218	3
ENSG00000064225	93
ENSG00000064270	10
ENSG00000064300	93
ENSG00000064309	2316
ENSG00000064313	1041
ENSG00000064393	1834
ENSG00000064419	1212
ENSG00000064489	0
ENSG00000064490	520
ENSG00000064545	438
ENSG00000064547	570
ENSG00000064601	2244
ENSG00000064607	2775
ENSG00000064651	805
ENSG00000064652	309
ENSG00000064655	422
ENSG00000064666	5883
ENSG00000064687	334
ENSG00000064692	2232
ENSG00000064703	626
ENSG00000064726	1795
ENSG00000064763	1330
ENSG00000064787	2
ENSG00000064835	0
ENSG00000064886	0
ENSG00000064932	726
ENSG00000064933	587
ENSG00000064961	925
ENSG00000064989	603
ENSG00000064995	548
ENSG00000064999	1122
ENSG00000065000	4235
ENSG00000065029	635
ENSG00000065054	700
ENSG00000065057	87
ENSG00000065060	714
ENSG00000065135	2597
ENSG00000065150	4328
ENSG00000065154	1696
ENSG00000065183	734
ENSG00000065243	1911
ENSG00000065268	595
ENSG00000065308	2643
ENSG00000065320	364
ENSG00000065325	0
ENSG00000065328	304
ENSG00000065357	1109
ENSG00000065361	13
ENSG00000065371	0
ENSG00000065413	631
ENSG00000065427	1917
ENSG00000065457	570
ENSG00000065485	1264
ENSG00000065491	519
ENSG00000065518	558
ENSG00000065526	1698
ENSG00000065534	541
ENSG00000065548	1237
ENSG00000065559	1053
ENSG00000065600	368
ENSG00000065609	23
ENSG00000065613	1340
ENSG00000065615	180
ENSG00000065618	0
ENSG00000065621	28
ENSG00000065665	431
ENSG00000065675	66
ENSG00000065717	762
ENSG00000065802	1289
ENSG00000065809	737
ENSG00000065833	319
ENSG00000065882	1191
ENSG00000065883	1664
ENSG00000065911	1465
ENSG00000065923	104
ENSG00000065970	862
ENSG00000065978	5165
ENSG00000065989	145
ENSG00000066027	276
ENSG00000066032	14
ENSG00000066044	1971
ENSG00000066056	21
ENSG00000066084	1872
ENSG00000066117	1824
ENSG00000066135	1586
ENSG00000066136	813
ENSG00000066185	0
ENSG00000066230	35
ENSG00000066248	2
ENSG00000066279	991
ENSG00000066294	0
ENSG00000066322	896
ENSG00000066336	0
ENSG00000066379	145
ENSG00000066382	388
ENSG00000066405	35
ENSG00000066422	869
ENSG00000066427	353
ENSG00000066455	1362
ENSG00000066468	102
ENSG00000066557	523
ENSG00000066583	239
ENSG00000066629	727
ENSG00000066651	211
ENSG00000066654	1159
ENSG00000066697	279
ENSG00000066735	193
ENSG00000066739	1163
ENSG00000066777	1425
ENSG00000066813	0
ENSG00000066827	152
ENSG00000066855	437
ENSG00000066923	377
ENSG00000066926	517
ENSG00000066933	1703
ENSG00000067048	2617
ENSG00000067057	632
ENSG00000067064	2959
ENSG00000067066	335
ENSG00000067082	1861
ENSG00000067113	331
ENSG00000067141	5904
ENSG00000067167	2668
ENSG00000067177	282
ENSG00000067182	1853
ENSG00000067191	268
ENSG00000067208	963
ENSG00000067221	232
ENSG00000067225	8960
ENSG00000067248	1240
ENSG00000067334	975
ENSG00000067365	474
ENSG00000067369	3256
ENSG00000067445	6728
ENSG00000067533	517
ENSG00000067560	10371
ENSG00000067596	1290
ENSG00000067606	20
ENSG00000067646	358
ENSG00000067704	1626
ENSG00000067715	125
ENSG00000067798	866
ENSG00000067829	786
ENSG00000067836	574
ENSG00000067840	793
ENSG00000067842	15
ENSG00000067900	1862
ENSG00000067955	2193
ENSG00000067992	55
ENSG00000068001	747
ENSG00000068024	537
ENSG00000068028	397
ENSG00000068078	190
ENSG00000068079	27
ENSG00000068097	698
ENSG00000068120	841
ENSG00000068137	747
ENSG00000068305	1506
ENSG00000068308	1531
ENSG00000068323	1250
ENSG00000068354	315
ENSG00000068366	759
ENSG00000068383	641
ENSG00000068394	270
ENSG00000068400	1016
ENSG00000068438	866
ENSG00000068489	390
ENSG00000068615	78
ENSG00000068650	879
ENSG00000068654	2317
ENSG00000068697	7304
ENSG00000068724	404
ENSG00000068745	2091
ENSG00000068781	0
ENSG00000068784	409
ENSG00000068793	669
ENSG00000068796	1253
ENSG00000068831	12
ENSG00000068878	1755
ENSG00000068885	412
ENSG00000068903	1273
ENSG00000068912	1703
ENSG00000068971	846
ENSG00000068976	78
ENSG00000068985	0
ENSG00000069011	237
ENSG00000069018	2
ENSG00000069020	667
ENSG00000069122	354
ENSG00000069188	1126
ENSG00000069206	4
ENSG00000069248	1108
ENSG00000069275	6435
ENSG00000069329	2741
ENSG00000069345	1312
ENSG00000069399	193
ENSG00000069424	189
ENSG00000069431	21
ENSG00000069482	12
ENSG00000069493	173
ENSG00000069509	176
ENSG00000069535	34
ENSG00000069667	870
ENSG00000069696	8
ENSG00000069702	382
ENSG00000069712	84
ENSG00000069764	0
ENSG00000069812	0
ENSG00000069849	1069
ENSG00000069869	627
ENSG00000069943	88
ENSG00000069956	1821
ENSG00000069966	137
ENSG00000069974	363
ENSG00000069998	604
ENSG00000070010	808
ENSG00000070018	2149
ENSG00000070019	0
ENSG00000070031	14
ENSG00000070047	1659
ENSG00000070061	1636
ENSG00000070081	1134
ENSG00000070087	2401
ENSG00000070159	230
ENSG00000070182	72
ENSG00000070190	9
ENSG00000070193	35
ENSG00000070214	659
ENSG00000070269	505
ENSG00000070366	2207
ENSG00000070367	1902
ENSG00000070371	321
ENSG00000070388	9
ENSG00000070404	258
ENSG00000070413	2269
ENSG00000070423	393
ENSG00000070444	587
ENSG00000070476	477
ENSG00000070495	530
ENSG00000070501	302
ENSG00000070526	0
ENSG00000070540	1021
ENSG00000070601	32
ENSG00000070610	1852
ENSG00000070614	5424
ENSG00000070669	1721
ENSG00000070718	574
ENSG00000070729	0
ENSG00000070731	3
ENSG00000070748	0
ENSG00000070756	11777
ENSG00000070759	103
ENSG00000070761	419
ENSG00000070770	1201
ENSG00000070778	1010
ENSG00000070785	385
ENSG00000070808	13
ENSG00000070814	1440
ENSG00000070831	3436
ENSG00000070882	215
ENSG00000070886	2
ENSG00000070915	0
ENSG00000070950	313
ENSG00000070961	4628
ENSG00000070985	1
ENSG00000071051	1334
ENSG00000071054	7195
ENSG00000071073	164
ENSG00000071082	2293
ENSG00000071127	5856
ENSG00000071189	1105
ENSG00000071203	0
ENSG00000071205	900
ENSG00000071242	1192
ENSG00000071243	328
ENSG00000071246	1529
ENSG00000071282	965
ENSG00000071462	939
ENSG00000071537	4036
ENSG00000071539	306
ENSG00000071553	2848
ENSG00000071564	3569
ENSG00000071575	6624
ENSG00000071626	1870
ENSG00000071655	914
ENSG00000071677	0
ENSG00000071794	1254
ENSG00000071859	1685
ENSG00000071889	515
ENSG00000071894	3387
ENSG00000071909	9
ENSG00000071967	3274
ENSG00000071991	1
ENSG00000071994	690
ENSG00000072041	38
ENSG00000072042	1497
ENSG00000072062	2489
ENSG00000072071	2310
ENSG00000072080	0
ENSG00000072110	9060
ENSG00000072121	999
ENSG00000072133	175
ENSG00000072134	969
ENSG00000072135	160
ENSG00000072163	386
ENSG00000072182	9
ENSG00000072195	1497
ENSG00000072201	13
ENSG00000072210	781
ENSG00000072274	1461
ENSG00000072310	2091
ENSG00000072315	0
ENSG00000072364	5117
ENSG00000072401	562
ENSG00000072415	477
ENSG00000072422	2184
ENSG00000072444	2
ENSG00000072501	2311
ENSG00000072506	678
ENSG00000072518	749
ENSG00000072571	309
ENSG00000072609	911
ENSG00000072657	14
ENSG00000072682	2862
ENSG00000072694	0
ENSG00000072736	506
ENSG00000072756	454
ENSG00000072778	5816
ENSG00000072786	1737
ENSG00000072803	1396
ENSG00000072818	82
ENSG00000072832	2043
ENSG00000072840	1888
ENSG00000072849	954
ENSG00000072858	13
ENSG00000072864	397
ENSG00000072952	232
ENSG00000072954	46
ENSG00000072958	1372
ENSG00000073008	584
ENSG00000073009	156
ENSG00000073050	470
ENSG00000073060	950
ENSG00000073067	8
ENSG00000073111	869
ENSG00000073146	17
ENSG00000073150	27
ENSG00000073169	408
ENSG00000073282	3
ENSG00000073331	305
ENSG00000073350	30
ENSG00000073417	854
