geneID	C5_kd3
ENSG00000055732	21
ENSG00000055813	8
ENSG00000055917	3130
ENSG00000055950	805
ENSG00000055955	6
ENSG00000055957	0
ENSG00000056050	699
ENSG00000056097	4337
ENSG00000056277	306
ENSG00000056291	4
ENSG00000056487	388
ENSG00000056558	50
ENSG00000056586	2312
ENSG00000056661	1147
ENSG00000056736	146
ENSG00000056972	188
ENSG00000056998	905
ENSG00000057019	3036
ENSG00000057149	0
ENSG00000057252	844
ENSG00000057294	96
ENSG00000057468	2
ENSG00000057593	3
ENSG00000057608	5989
ENSG00000057657	40
ENSG00000057663	572
ENSG00000057704	27
ENSG00000057757	759
ENSG00000057935	1292
ENSG00000058056	1013
ENSG00000058063	1430
ENSG00000058085	24
ENSG00000058091	2091
ENSG00000058262	8577
ENSG00000058272	2582
ENSG00000058335	4
ENSG00000058404	26
ENSG00000058453	591
ENSG00000058600	858
ENSG00000058668	3502
ENSG00000058673	4358
ENSG00000058729	564
ENSG00000058799	595
ENSG00000058804	1268
ENSG00000058866	7
ENSG00000059122	1058
ENSG00000059145	607
ENSG00000059377	57
ENSG00000059378	94
ENSG00000059573	2336
ENSG00000059588	1070
ENSG00000059691	473
ENSG00000059728	279
ENSG00000059758	1307
ENSG00000059769	233
ENSG00000059804	4659
ENSG00000059915	93
ENSG00000060069	598
ENSG00000060138	1532
ENSG00000060140	1
ENSG00000060237	7570
ENSG00000060339	3121
ENSG00000060491	917
ENSG00000060558	0
ENSG00000060566	0
ENSG00000060642	182
ENSG00000060656	294
ENSG00000060688	970
ENSG00000060709	5
ENSG00000060718	23105
ENSG00000060749	2602
ENSG00000060762	492
ENSG00000060971	581
ENSG00000060982	4515
ENSG00000061273	3057
ENSG00000061337	1953
ENSG00000061455	145
ENSG00000061492	0
ENSG00000061656	10
ENSG00000061676	5603
ENSG00000061794	913
ENSG00000061918	529
ENSG00000061936	1558
ENSG00000061938	964
ENSG00000061987	1811
ENSG00000062038	41
ENSG00000062096	0
ENSG00000062194	2488
ENSG00000062282	8
ENSG00000062370	225
ENSG00000062485	4046
ENSG00000062524	9
ENSG00000062582	9
ENSG00000062598	2155
ENSG00000062650	1895
ENSG00000062716	2317
ENSG00000062725	2526
ENSG00000062822	851
ENSG00000063015	292
ENSG00000063046	5748
ENSG00000063127	534
ENSG00000063169	437
ENSG00000063176	401
ENSG00000063177	7127
ENSG00000063180	440
ENSG00000063241	390
ENSG00000063244	4679
ENSG00000063245	2390
ENSG00000063322	1014
ENSG00000063438	778
ENSG00000063515	0
ENSG00000063587	825
ENSG00000063601	746
ENSG00000063660	2075
ENSG00000063761	210
ENSG00000063854	662
ENSG00000063978	1834
ENSG00000064012	221
ENSG00000064042	2787
ENSG00000064102	706
ENSG00000064115	1847
ENSG00000064195	1
ENSG00000064199	109
ENSG00000064201	5
ENSG00000064205	0
ENSG00000064218	0
ENSG00000064225	107
ENSG00000064270	9
ENSG00000064300	385
ENSG00000064309	1392
ENSG00000064313	1254
ENSG00000064393	5547
ENSG00000064419	1663
ENSG00000064489	0
ENSG00000064490	578
ENSG00000064545	421
ENSG00000064547	541
ENSG00000064601	1881
ENSG00000064607	4617
ENSG00000064651	2058
ENSG00000064652	448
ENSG00000064655	37
ENSG00000064666	6647
ENSG00000064687	405
ENSG00000064692	169
ENSG00000064703	918
ENSG00000064726	1856
ENSG00000064763	288
ENSG00000064787	23
ENSG00000064835	0
ENSG00000064886	3
ENSG00000064932	589
ENSG00000064933	765
ENSG00000064961	1405
ENSG00000064989	644
ENSG00000064995	607
ENSG00000064999	1199
ENSG00000065000	4632
ENSG00000065029	903
ENSG00000065054	215
ENSG00000065057	168
ENSG00000065060	717
ENSG00000065135	3541
ENSG00000065150	6080
ENSG00000065154	1439
ENSG00000065183	1137
ENSG00000065243	2026
ENSG00000065268	858
ENSG00000065308	3576
ENSG00000065320	3822
ENSG00000065325	0
ENSG00000065328	1011
ENSG00000065357	519
ENSG00000065361	8
ENSG00000065371	0
ENSG00000065413	220
ENSG00000065427	2516
ENSG00000065457	567
ENSG00000065485	729
ENSG00000065491	459
ENSG00000065518	1230
ENSG00000065526	2950
ENSG00000065534	699
ENSG00000065548	1475
ENSG00000065559	1109
ENSG00000065600	516
ENSG00000065609	53
ENSG00000065613	2016
ENSG00000065615	308
ENSG00000065618	4
ENSG00000065621	10
ENSG00000065665	825
ENSG00000065675	95
ENSG00000065717	435
ENSG00000065802	1808
ENSG00000065809	1063
ENSG00000065833	174
ENSG00000065882	1220
ENSG00000065883	1695
ENSG00000065911	1248
ENSG00000065923	246
ENSG00000065970	916
ENSG00000065978	8506
ENSG00000065989	62
ENSG00000066027	660
ENSG00000066032	202
ENSG00000066044	3082
ENSG00000066056	134
ENSG00000066084	2326
ENSG00000066117	3629
ENSG00000066135	1953
ENSG00000066136	900
ENSG00000066185	0
ENSG00000066230	229
ENSG00000066248	29
ENSG00000066279	2137
ENSG00000066294	13
ENSG00000066322	810
ENSG00000066336	0
ENSG00000066379	95
ENSG00000066382	276
ENSG00000066405	29
ENSG00000066422	657
ENSG00000066427	425
ENSG00000066455	973
ENSG00000066468	197
ENSG00000066557	947
ENSG00000066583	275
ENSG00000066629	857
ENSG00000066651	402
ENSG00000066654	1274
ENSG00000066697	296
ENSG00000066735	134
ENSG00000066739	1403
ENSG00000066777	1634
ENSG00000066813	1
ENSG00000066827	153
ENSG00000066855	574
ENSG00000066923	313
ENSG00000066926	707
ENSG00000066933	1351
ENSG00000067048	2321
ENSG00000067057	775
ENSG00000067064	3737
ENSG00000067066	127
ENSG00000067082	3661
ENSG00000067113	203
ENSG00000067141	5182
ENSG00000067167	2188
ENSG00000067177	99
ENSG00000067182	1799
ENSG00000067191	307
ENSG00000067208	1049
ENSG00000067221	228
ENSG00000067225	16837
ENSG00000067248	1129
ENSG00000067334	1285
ENSG00000067365	376
ENSG00000067369	4691
ENSG00000067445	5132
ENSG00000067533	628
ENSG00000067560	10975
ENSG00000067596	1489
ENSG00000067606	30
ENSG00000067646	398
ENSG00000067704	2468
ENSG00000067715	1309
ENSG00000067798	564
ENSG00000067829	802
ENSG00000067836	599
ENSG00000067840	1235
ENSG00000067842	1
ENSG00000067900	2227
ENSG00000067955	1270
ENSG00000067992	105
ENSG00000068001	909
ENSG00000068024	601
ENSG00000068028	440
ENSG00000068078	910
ENSG00000068079	17
ENSG00000068097	865
ENSG00000068120	916
ENSG00000068137	560
ENSG00000068305	910
ENSG00000068308	1539
ENSG00000068323	1608
ENSG00000068354	263
ENSG00000068366	848
ENSG00000068383	589
ENSG00000068394	428
ENSG00000068400	1442
ENSG00000068438	703
ENSG00000068489	1269
ENSG00000068615	80
ENSG00000068650	1113
ENSG00000068654	2519
ENSG00000068697	4817
ENSG00000068724	310
ENSG00000068745	2312
ENSG00000068781	34
ENSG00000068784	726
ENSG00000068793	1264
ENSG00000068796	1817
ENSG00000068831	68
ENSG00000068878	2480
ENSG00000068885	638
ENSG00000068903	995
ENSG00000068912	1360
ENSG00000068971	564
ENSG00000068976	10
ENSG00000068985	0
ENSG00000069011	0
ENSG00000069018	14
ENSG00000069020	880
ENSG00000069122	1374
ENSG00000069188	3377
ENSG00000069206	0
ENSG00000069248	1706
ENSG00000069275	10252
ENSG00000069329	3969
ENSG00000069345	1563
ENSG00000069399	129
ENSG00000069424	106
ENSG00000069431	277
ENSG00000069482	16
ENSG00000069493	175
ENSG00000069509	238
ENSG00000069535	104
ENSG00000069667	401
ENSG00000069696	4
ENSG00000069702	527
ENSG00000069712	118
ENSG00000069764	2
ENSG00000069812	4
ENSG00000069849	1949
ENSG00000069869	575
ENSG00000069943	144
ENSG00000069956	2528
ENSG00000069966	182
ENSG00000069974	255
ENSG00000069998	723
ENSG00000070010	1038
ENSG00000070018	2339
ENSG00000070019	0
ENSG00000070031	3
ENSG00000070047	1697
ENSG00000070061	2040
ENSG00000070081	951
ENSG00000070087	5053
ENSG00000070159	138
ENSG00000070182	124
ENSG00000070190	5
ENSG00000070193	88
ENSG00000070214	1050
ENSG00000070269	460
ENSG00000070366	2301
ENSG00000070367	2544
ENSG00000070371	347
ENSG00000070388	3
ENSG00000070404	192
ENSG00000070413	3044
ENSG00000070423	530
ENSG00000070444	632
ENSG00000070476	773
ENSG00000070495	686
ENSG00000070501	446
ENSG00000070526	0
ENSG00000070540	458
ENSG00000070601	5
ENSG00000070610	2497
ENSG00000070614	4469
ENSG00000070669	1061
ENSG00000070718	811
ENSG00000070729	1
ENSG00000070731	7
ENSG00000070748	52
ENSG00000070756	14002
ENSG00000070759	38
ENSG00000070761	653
ENSG00000070770	1704
ENSG00000070778	925
ENSG00000070785	466
ENSG00000070808	58
ENSG00000070814	1818
ENSG00000070831	4507
ENSG00000070882	394
ENSG00000070886	0
ENSG00000070915	1
ENSG00000070950	585
ENSG00000070961	4900
ENSG00000070985	0
ENSG00000071051	2289
ENSG00000071054	8099
ENSG00000071073	1683
ENSG00000071082	2685
ENSG00000071127	7474
ENSG00000071189	1249
ENSG00000071203	0
ENSG00000071205	433
ENSG00000071242	1651
ENSG00000071243	476
ENSG00000071246	2419
ENSG00000071282	546
ENSG00000071462	1353
ENSG00000071537	3090
ENSG00000071539	711
ENSG00000071553	3938
ENSG00000071564	5160
ENSG00000071575	14819
ENSG00000071626	2286
ENSG00000071655	1436
ENSG00000071677	0
ENSG00000071794	2158
ENSG00000071859	1679
ENSG00000071889	593
ENSG00000071894	3536
ENSG00000071909	12
ENSG00000071967	1420
ENSG00000071991	4
ENSG00000071994	1079
ENSG00000072041	1440
ENSG00000072042	1666
ENSG00000072062	2870
ENSG00000072071	1954
ENSG00000072080	0
ENSG00000072110	10490
ENSG00000072121	1194
ENSG00000072133	88
ENSG00000072134	1722
ENSG00000072135	237
ENSG00000072163	96
ENSG00000072182	2
ENSG00000072195	720
ENSG00000072201	62
ENSG00000072210	884
ENSG00000072274	1957
ENSG00000072310	1636
ENSG00000072315	1
ENSG00000072364	5085
ENSG00000072401	645
ENSG00000072415	1466
ENSG00000072422	924
ENSG00000072444	1
ENSG00000072501	4438
ENSG00000072506	1225
ENSG00000072518	1170
ENSG00000072571	852
ENSG00000072609	1373
ENSG00000072657	28
ENSG00000072682	791
ENSG00000072694	0
ENSG00000072736	692
ENSG00000072756	568
ENSG00000072778	4344
ENSG00000072786	3118
ENSG00000072803	2399
ENSG00000072818	37
ENSG00000072832	4472
ENSG00000072840	993
ENSG00000072849	1059
ENSG00000072858	2
ENSG00000072864	573
ENSG00000072952	392
ENSG00000072954	91
ENSG00000072958	1726
ENSG00000073008	497
ENSG00000073009	136
ENSG00000073050	813
ENSG00000073060	1444
ENSG00000073067	13
ENSG00000073111	2632
ENSG00000073146	12
ENSG00000073150	77
